Time,CPU_0_Temp,CPU_1_Temp,Ambient_Temp0,Ambient_Temp1,Blower_Fan_0,Blower_Fan_1,Axial_Fan_0,Axial_Fan_1,time , HT0, HT1, HT2, c1c2missC0,c1c2missC1,c1c2missC2,c1c2missC3,HT0Scaled,HT1Scaled,HT2Scaled,cmiss_core0_scaled,cmiss_core1_scaled,cmiss_core2_scaled,cmiss_core3_scaled,Watts,Amps,InputDCPwr,AllPwrExtBd,ProcPwr,disk_read_count,disk_write_count,disk_read_kbytes,disk_write_kbytes,disk_read_bytes,disk_write_bytes
960,41,51,34,46,3645.6,3645.6,9372,9656,965,5.23E+05,5.85E+07,21216767,3.02E+05,1.33E+05,1.47E+07,13628398,0.5230797,58.52809,21.216767,3.02E+00,1.33E+00,1.47E+02,1.36E+02,2028,1143,162.24,121.68,64.119,0,0,0,0,0,0
965,41,51,34,46,3645.6,3645.6,9656,9372,970,7.42E+05,28881264,39720477,116418,166722,1.47E+07,26997315,0.7422577,28.881264,39.720477,1.16E+00,1.67E+00,1.47E+02,2.70E+02,2025,1144,162,121.5,64.119,0,0,0,0,0,0
970,41,51,34,46,3645.6,3645.6,9656,9372,975,3.75E+05,4.14E+07,27925881,116418,222163,25918879,26997315,0.3753265,41.35289,27.925881,1.16E+00,2.22E+00,2.59E+02,2.70E+02,2062,1144,164.96,123.72,64.119,0,0,0,0,0,0
975,41,51,34,46,3645.6,3645.6,9656,9372,980,8.51E+05,46570495,3.42E+07,528773,222163,25918879,40076660,0.8512415,46.570495,34.1916,5.29E+00,2.22E+00,2.59E+02,4.01E+02,2023,1143,161.84,121.38,64.119,0,0,0,0,0,0
980,41,51,34,46,3645.6,3645.6,9656,9656,985,5.23E+05,6.38E+07,2.26E+07,528773,2.12E+05,18525134,9.87E+06,0.5231307,63.84597,22.64992,5.29E+00,2.12E+00,1.85E+02,9.87E+01,2026,1144,162.08,121.56,64.119,0,11.4,0,90.4,0,90400
985,41,51,34,46,3645.6,3645.6,9656,9656,990,5.25E+05,62946382,22463191,528773,1.86E+05,19350867,9.01E+06,0.5246893,62.946382,22.463191,5.29E+00,1.86E+00,1.94E+02,9.01E+01,2024,1144,161.92,121.44,64.119,0,0,0,0,0,0
990,41,51,34,46,3645.6,3645.6,9656,9656,995,5.21E+05,60309350,21825500,2.10E+05,1.86E+05,16011301,1.22E+07,0.5211753,60.30935,21.8255,2.10E+00,1.86E+00,1.60E+02,1.22E+02,2023,1143,161.84,121.38,64.119,0,0,0,0,0,0
995,41,50,34,46,3645.6,3645.6,9656,9656,1000,5.16E+05,66430264,2.37E+07,2.10E+05,525817,1.53E+05,2.79E+07,0.5162577,66.430264,23.70859,2.10E+00,5.26E+00,1.53E+00,2.79E+02,2027,1143,162.16,121.62,64.119,0,0,0,0,0,0
1000,41,50,34,46,3724,3645.6,9656,9656,1005,5.24E+05,6.30E+07,2.22E+07,2.19E+05,525817,2.23E+07,6.25E+06,0.5236943,62.99597,22.17562,2.19E+00,5.26E+00,2.23E+02,6.25E+01,2027,1145,162.16,121.62,64.119,0,0,0,0,0,0
1005,41,50,34,46,3645.6,3645.6,9372,9656,1010,5.66E+05,6.13E+07,22214300,2.28E+05,525817,1.28E+07,15222458,0.5664207,61.25435,22.2143,2.28E+00,5.26E+00,1.28E+02,1.52E+02,2029,1144,162.32,121.74,64.119,0,0,0,0,0,0
1010,41,50,34,46,3645.6,3645.6,9656,9656,1015,5.24E+05,63869777,2.24E+07,2.28E+05,2.30E+05,1.68E+07,1.17E+07,0.5238913,63.869777,22.35165,2.28E+00,2.30E+00,1.68E+02,1.17E+02,2030,1144,162.4,121.8,64.119,0,11,0,91.2,0,91200
1015,42,49,34,46,3567.2,3645.6,9372,9656,1020,4.37E+05,38963476,2.59E+07,4.42E+04,2.30E+05,5.57E+04,1.17E+07,0.4367975,38.963476,25.85525,4.42E-01,2.30E+00,5.57E-01,1.17E+02,2025,1142,162,121.5,64.119,0,0,0,0,0,0
1020,41,49,34,46,3645.6,3567.2,9372,9656,1025,3.21E+05,5.85E+07,2.14E+07,4.42E+04,1.39E+05,1.66E+05,28188702,0.3210363,58.52781,21.4047,4.42E-01,1.39E+00,1.66E+00,2.82E+02,2153,1141,172.24,129.18,64.119,0,0,0,0,0,0
1025,41,49,34,46,3645.6,3645.6,9656,9656,1030,5.18E+05,62263641,21661142,4.42E+04,2.30E+05,1.03E+07,1.79E+07,0.5183903,62.263641,21.661142,4.42E-01,2.30E+00,1.03E+02,1.79E+02,2024,1143,161.92,121.44,64.119,0,0,0,0,0,0
1030,41,49,34,45,3645.6,3645.6,9656,9656,1035,5.22E+05,6.28E+07,2.23E+07,2.19E+05,2.30E+05,6.47E+06,21768975,0.5219407,62.79916,22.34873,2.19E+00,2.30E+00,6.47E+01,2.18E+02,2031,1144,162.48,121.86,64.119,0,0,0,0,0,0
1035,42,48,34,45,3724,3645.6,9656,9656,1040,583190,1.29E+08,4.48E+07,214399,2.30E+05,2.69E+07,1.36E+06,0.58319,129.2191,44.80708,2.14E+00,2.30E+00,2.69E+02,1.36E+01,2027,1143,162.16,121.62,64.119,0,0,0,0,0,0
1040,42,48,34,45,3645.6,3645.6,9656,9656,1045,5.19E+05,2.25E+08,76220758,214399,2.39E+05,1.66E+07,11950135,0.5185667,225.2859,76.220758,2.14E+00,2.39E+00,1.66E+02,1.20E+02,2066,1143,165.28,123.96,64.119,0,10.4,0,92.9,0,92900
1045,41,48,34,45,3645.6,3645.6,9656,9656,1050,5.26E+05,224325894,76279974,214399,2.03E+05,1.93E+05,2.84E+07,0.5263323,224.325894,76.279974,2.14E+00,2.03E+00,1.93E+00,2.84E+02,2064,1142,165.12,123.84,64.119,0,0,0,0,0,0
1050,41,48,34,45,3645.6,3645.6,9656,9656,1055,5.30E+05,2.21E+08,7.51E+07,2.14E+05,2.03E+05,20756871,7.79E+06,0.5297277,220.7651,75.11896,2.14E+00,2.03E+00,2.08E+02,7.79E+01,2066,1142,165.28,123.96,64.119,0,0,0,0,0,0
1055,41,48,34,45,3645.6,3645.6,9656,9656,1060,5.16E+05,2.25E+08,7.61E+07,2.14E+05,2.22E+05,1.38E+06,27192458,0.5163167,225.3492,76.12031,2.14E+00,2.22E+00,1.38E+01,2.72E+02,2060,1142,164.8,123.6,64.119,0,0,0,0,0,0
1060,41,48,34,45,3645.6,3645.6,9656,9656,1065,5.28E+05,2.23E+08,75515826,205717,2.22E+05,1.56E+07,1.29E+07,0.5275287,222.6775,75.515826,2.06E+00,2.22E+00,1.56E+02,1.29E+02,2072,1143,165.76,124.32,64.119,0,0,0,0,0,0
1065,41,48,34,45,3645.6,3645.6,9372,9656,1070,1.72E+05,211731619,7.12E+07,205717,6.03E+04,14115461,14402683,0.1719083,211.731619,71.21855,2.06E+00,6.03E-01,1.41E+02,1.44E+02,2070,1142,165.6,124.2,64.119,0,0,0,0,0,0
1070,41,49,34,45,3645.6,3645.6,9656,9656,1075,492080,223731530,75523279,205717,2.39E+05,177077,2.82E+07,0.49208,223.73153,75.523279,2.06E+00,2.39E+00,1.77E+00,2.82E+02,2104,1142,168.32,126.24,64.119,0,15,0,106.1,0,106100
1075,41,48,34,45,3645.6,3645.6,9656,9656,1080,776941,1.70E+08,115999592,205717,296548,4.10E+07,2.82E+07,0.776941,170.4726,115.999592,2.06E+00,2.97E+00,4.10E+02,2.82E+02,2059,1141,164.72,123.54,64.119,0,0,0,0,0,0
1080,42,47,34,45,3645.6,3645.6,9656,9656,1085,5.30E+05,2.23E+08,76544512,2.15E+05,296548,9424114,1.92E+07,0.5301017,223.02,76.544512,2.15E+00,2.97E+00,9.42E+01,1.92E+02,2075,1142,166,124.5,64.119,0,0,0,0,0,0
1085,41,48,34,45,3567.2,3645.6,9656,9656,1090,5.27E+05,223531185,7.58E+07,2.15E+05,1.91E+05,2.82E+07,1.98E+05,0.5265757,223.531185,75.7974,2.15E+00,1.91E+00,2.82E+02,1.98E+00,2061,1142,164.88,123.66,64.119,0,0,0,0,0,0
1090,41,47,34,44,3645.6,3645.6,9656,9656,1095,522238,222579027,7.55E+07,2.15E+05,194281,14158286,1.42E+07,0.522238,222.579027,75.53585,2.15E+00,1.94E+00,1.42E+02,1.42E+02,2065,1143,165.2,123.9,64.119,0,0,0,0,0,0
1095,41,48,34,45,3567.2,3645.6,9656,9656,1100,5.81E+05,2.21E+08,7.58E+07,2.15E+05,1.34E+05,1.09E+07,17551692,0.5809503,221.2707,75.77383,2.15E+00,1.34E+00,1.09E+02,1.76E+02,2057,1142,164.56,123.42,64.119,0,0,0,0,0,0
1100,42,47,34,44,3645.6,3645.6,9656,9656,1105,5.29E+05,2.26E+08,7.63E+07,2.15E+05,2.43E+05,7.63E+06,2.10E+07,0.5293173,226.2926,76.28197,2.15E+00,2.43E+00,7.63E+01,2.10E+02,2058,1142,164.64,123.48,64.119,0,15.8,0,105.9,0,105900
1105,41,47,34,44,3567.2,3645.6,9656,9656,1110,784997,96643049,68036425,218858,2.43E+05,7.63E+06,23509036,0.784997,96.643049,68.036425,2.19E+00,2.43E+00,7.63E+01,2.35E+02,2061,1142,164.88,123.66,64.119,0,0,0,0,0,0
1110,41,48,34,44,3645.6,3645.6,9656,9656,1115,825782,4187717,7.65E+06,9.33E+04,101205,7.63E+06,4.05E+04,0.825782,4.187717,7.654534,9.33E-01,1.01E+00,7.63E+01,4.05E-01,1866,1143,149.28,111.96,64.119,0,0,0,0,0,0
1115,42,47,34,44,3645.6,3645.6,9656,9372,1120,312173,17011396,1.31E+07,9.33E+04,315581,7.63E+06,373110,0.312173,17.011396,13.14716,9.33E-01,3.16E+00,7.63E+01,3.73E+00,1902,1143,152.16,114.12,64.119,0,0,0,0,0,0
1120,42,47,33,44,3645.6,3645.6,9372,9656,1125,790910,1.06E+07,9.56E+06,2.40E+05,315581,211759,373110,0.79091,10.57931,9.55953,2.40E+00,3.16E+00,2.12E+00,3.73E+00,1867,1143,149.36,112.02,64.119,0.4,0,0.4,0,400,0
1125,42,47,34,44,3645.6,3645.6,9656,9656,1130,8.69E+05,10773613,9518962,254403,315581,198900,373110,0.8689795,10.773613,9.518962,2.54E+00,3.16E+00,1.99E+00,3.73E+00,1860,1142,148.8,111.6,64.119,0,0,0,0,0,0
1130,41,47,33,44,3645.6,3645.6,9656,9656,1135,790930,13107449,1.02E+07,254403,346933,2.04E+05,373110,0.79093,13.107449,10.1848,2.54E+00,3.47E+00,2.04E+00,3.73E+00,1865,1143,149.2,111.9,64.119,0,12,0,123.1,0,123100
1135,42,47,33,44,3645.6,3567.2,9656,9656,1140,7.75E+05,11295724,10273813,254403,207415,2.04E+05,204276,0.7751785,11.295724,10.273813,2.54E+00,2.07E+00,2.04E+00,2.04E+00,1867,1144,149.36,112.02,64.119,0,0,0,0,0,0
1140,41,47,33,44,3645.6,3645.6,9372,9656,1145,787131,9.74E+06,8896693,218307,207415,190099,204276,0.787131,9.740492,8.896693,2.18E+00,2.07E+00,1.90E+00,2.04E+00,1861,1142,148.88,111.66,64.119,0,0,0,0,0,0
1145,42,47,33,44,3645.6,3645.6,9656,9656,1150,518739,1.59E+07,6.89E+06,218307,152536,1.69E+05,1.39E+05,0.518739,15.91339,6.894293,2.18E+00,1.53E+00,1.69E+00,1.39E+00,1863,1143,149.04,111.78,64.119,0,0,0,0,0,0
1150,41,47,33,44,3645.6,3645.6,9656,9656,1155,785899,1.13E+07,9.36E+06,218307,2.74E+05,180640,1.39E+05,0.785899,11.27349,9.36476,2.18E+00,2.74E+00,1.81E+00,1.39E+00,1864,1143,149.12,111.84,64.119,0,0,0,0,0,0
1155,41,47,33,44,3724,3645.6,9656,9656,1160,8.82E+05,10594739,9.46E+06,273763,2.74E+05,209952,1.39E+05,0.8817325,10.594739,9.46299,2.74E+00,2.74E+00,2.10E+00,1.39E+00,1863,1143,149.04,111.78,64.119,0,0,0,0,0,0
1160,41,47,33,44,3645.6,3645.6,9372,9656,1165,4.57E+05,9.45E+06,6020683,3.38E+05,2.74E+05,117419,1.39E+05,0.4572365,9.445666,6.020683,3.38E+00,2.74E+00,1.17E+00,1.39E+00,1861,1143,148.88,111.66,64.119,0,11.6,0,120.3,0,120300
1165,42,47,33,44,3645.6,3645.6,9656,9656,1170,480132,6.33E+06,5.51E+06,3.38E+05,1.21E+05,9.54E+04,1.39E+05,0.480132,6.328866,5.509276,3.38E+00,1.21E+00,9.54E-01,1.39E+00,1899,1143,151.92,113.94,64.119,0,0,0,0,0,0
1170,41,47,33,44,3567.2,3645.6,9656,9656,1175,791633,9792818,8969975,234398,1.21E+05,185927,1.39E+05,0.791633,9.792818,8.969975,2.34E+00,1.21E+00,1.86E+00,1.39E+00,1859,1142,148.72,111.54,64.119,0,0,0,0,0,0
1175,41,47,33,44,3567.2,3645.6,9656,9372,1180,7.81E+05,12218513,10272875,234398,2.43E+05,2.34E+05,1.39E+05,0.7808155,12.218513,10.272875,2.34E+00,2.43E+00,2.34E+00,1.39E+00,1861,1143,148.88,111.66,64.119,0,0,0,0,0,0
1180,42,47,33,44,3645.6,3645.6,9372,9372,1185,780526,10853493,8977024,234398,2.84E+05,2.34E+05,99865,0.780526,10.853493,8.977024,2.34E+00,2.84E+00,2.34E+00,9.99E-01,1859,1143,148.72,111.54,64.119,0,0,0,0,0,0
1185,42,47,33,44,3645.6,3645.6,9372,9656,1190,859562,9.34E+06,9258649,235025,2.84E+05,2.34E+05,1.97E+05,0.859562,9.336494,9.258649,2.35E+00,2.84E+00,2.34E+00,1.97E+00,1858,1144,148.64,111.48,64.119,0,0,0,0,0,0
1190,41,47,33,44,3645.6,3645.6,9656,9656,1195,7.79E+05,13642227,1.06E+07,235025,3.70E+05,2.34E+05,140582,0.7789885,13.642227,10.59089,2.35E+00,3.70E+00,2.34E+00,1.41E+00,1865,1143,149.2,111.9,64.119,0,11.4,0,96.1,0,96100
1195,41,47,33,44,3567.2,3567.2,9372,9656,1200,779748,10767426,1.04E+07,235025,163596,2.34E+05,234879,0.779748,10.767426,10.41267,2.35E+00,1.64E+00,2.34E+00,2.35E+00,1860,1143,148.8,111.6,64.119,0,0,0,0,0,0
1200,42,47,33,43,3645.6,3645.6,9656,9656,1205,783900,9.42E+06,8.40E+06,2.54E+05,163596,2.34E+05,1.03E+05,0.7839,9.421508,8.403032,2.54E+00,1.64E+00,2.34E+00,1.03E+00,1856,1143,148.48,111.36,64.119,0,0,0,0,0,0
1205,42,47,33,44,3645.6,3645.6,9656,9656,1210,783086,12237191,1.02E+07,2.54E+05,286101,2.34E+05,1.91E+05,0.783086,12.237191,10.19031,2.54E+00,2.86E+00,2.34E+00,1.91E+00,1858,1143,148.64,111.48,64.119,0,0,0,0,0,0
1210,41,47,33,44,3645.6,3645.6,9656,9656,1215,5.01E+05,2.11E+06,3.09E+06,2.87E+04,9.13E+04,2.34E+05,9.13E+03,0.5005213,2.113473,3.092207,2.87E-01,9.13E-01,2.34E+00,9.13E-02,1861,1144,148.88,111.66,64.119,0,0,0,0,0,0
1215,41,47,33,44,3645.6,3645.6,9372,9372,1220,6.31E+05,9862348,8996011,2.87E+04,2.26E+05,2.16E+05,9.13E+03,0.6312575,9.862348,8.996011,2.87E-01,2.26E+00,2.16E+00,9.13E-02,1988,1142,159.04,119.28,64.119,0,0,0,0,0,0
1220,41,46,33,43,3645.6,3645.6,9656,9656,1225,5.24E+05,17000794,7000286,2.87E+04,1.78E+05,161267,142722,0.5240513,17.000794,7.000286,2.87E-01,1.78E+00,1.61E+00,1.43E+00,1861,1144,148.88,111.66,64.119,0,13,0,96.9,0,96900
1225,41,47,33,43,3645.6,3645.6,9656,9656,1230,7.89E+05,1.04E+07,8.58E+06,2.87E+04,2.70E+05,1.85E+05,142722,0.7887405,10.43736,8.579098,2.87E-01,2.70E+00,1.85E+00,1.43E+00,1857,1143,148.56,111.42,64.119,0,0,0,0,0,0
1230,42,47,33,43,3567.2,3645.6,9656,9656,1235,7.85E+05,9.84E+06,9077258,2.87E+04,203867,2.16E+05,142722,0.7846275,9.841798,9.077258,2.87E-01,2.04E+00,2.16E+00,1.43E+00,1859,1144,148.72,111.54,64.119,0,0,0,0,0,0
1235,41,47,33,44,3567.2,3645.6,9656,9656,1240,791818,12503700,10286319,2.87E+04,296072,2.29E+05,142722,0.791818,12.5037,10.286319,2.87E-01,2.96E+00,2.29E+00,1.43E+00,1855,1143,148.4,111.3,64.119,0,0,0,0,0,0
1240,41,47,33,44,3645.6,3645.6,9656,9656,1245,7.90E+05,1.07E+07,9135064,2.37E+05,296072,2.29E+05,104797,0.7896235,10.73419,9.135064,2.37E+00,2.96E+00,2.29E+00,1.05E+00,1861,1143,148.88,111.66,64.119,0,0,0,0,0,0
1245,42,46,33,43,3645.6,3645.6,9656,9372,1250,8.71E+05,9917817,8.87E+06,2.55E+05,296072,2.29E+05,135230,0.8709785,9.917817,8.87434,2.55E+00,2.96E+00,2.29E+00,1.35E+00,1859,1144,148.72,111.54,64.119,0,0,0,0,0,0
1250,41,47,33,43,3645.6,3645.6,9656,9656,1255,798677,13406339,9.79E+06,2.55E+05,397177,2.29E+05,111660,0.798677,13.406339,9.790664,2.55E+00,3.97E+00,2.29E+00,1.12E+00,1860,1143,148.8,111.6,64.119,0,11.8,0,97.9,0,97900
1255,41,47,33,43,3645.6,3645.6,9372,9656,1260,7.85E+05,1.06E+07,9.00E+06,2.36E+05,397177,2.29E+05,125500,0.7846395,10.56433,9.000686,2.36E+00,3.97E+00,2.29E+00,1.26E+00,1855,1143,148.4,111.3,64.119,0,0,0,0,0,0
1260,41,47,33,43,3645.6,3645.6,9656,9372,1265,2.38E+05,1403235,2.55E+06,2.68E+04,5.68E+04,2.42E+04,125500,0.2379327,1.403235,2.550161,2.68E-01,5.68E-01,2.42E-01,1.26E+00,1854,1143,148.32,111.24,64.119,0,0,0,0,0,0
1265,41,46,33,43,3645.6,3645.6,9656,9656,1270,7.51E+05,1.25E+07,9.39E+06,2.68E+04,376861,1.61E+05,125500,0.7513255,12.51736,9.385408,2.68E-01,3.77E+00,1.61E+00,1.26E+00,1898,1142,151.84,113.88,64.119,0,0,0,0,0,0
1270,42,46,33,43,3567.2,3645.6,9656,9372,1275,7.92E+05,9563515,9082788,2.68E+04,1.82E+05,1.61E+05,201790,0.7921605,9.563515,9.082788,2.68E-01,1.82E+00,1.61E+00,2.02E+00,1856,1143,148.48,111.36,64.119,0,0,0,0,0,0
1275,42,46,33,43,3645.6,3645.6,9372,9656,1280,870266,1.05E+07,9.36E+06,2.68E+04,2.28E+05,1.99E+05,201790,0.870266,10.46073,9.364052,2.68E-01,2.28E+00,1.99E+00,2.02E+00,1859,1144,148.72,111.54,64.119,0,0,0,0,0,0
1280,41,47,33,43,3645.6,3645.6,9656,9656,1285,7.90E+05,13963673,1.03E+07,2.68E+04,3.96E+05,191884,201790,0.7900655,13.963673,10.34268,2.68E-01,3.96E+00,1.92E+00,2.02E+00,1856,1143,148.48,111.36,64.119,0,14.8,0,111,0,111000
1285,41,47,33,43,3567.2,3645.6,9656,9656,1290,7.84E+05,1.02E+07,8622029,2.68E+04,260599,1.72E+05,201790,0.7838765,10.21859,8.622029,2.68E-01,2.61E+00,1.72E+00,2.02E+00,1859,1143,148.72,111.54,64.119,0,0,0,0,0,0
1290,42,47,33,43,3645.6,3645.6,9656,9656,1295,782431,9.59E+06,9735401,193580,260599,1.72E+05,1.93E+05,0.782431,9.592164,9.735401,1.94E+00,2.61E+00,1.72E+00,1.93E+00,1860,1143,148.8,111.6,64.119,0,0,0,0,0,0
1295,42,46,33,43,3645.6,3645.6,9372,9656,1300,785170,13208389,9.97E+06,193580,339670,1.75E+05,1.93E+05,0.78517,13.208389,9.973356,1.94E+00,3.40E+00,1.75E+00,1.93E+00,1858,1143,148.64,111.48,64.119,0,0,0,0,0,0
1300,41,46,33,43,3645.6,3645.6,9656,9656,1305,792306,1.05E+07,9299984,2.40E+05,339670,1.75E+05,110272,0.792306,10.54029,9.299984,2.40E+00,3.40E+00,1.75E+00,1.10E+00,1854,1143,148.32,111.24,64.119,0,0,0,0,0,0
1305,41,47,33,43,3645.6,3645.6,9372,9656,1310,5.43E+05,8.47E+06,4167659,8.80E+04,339670,1.04E+05,76321,0.5429567,8.473485,4.167659,8.80E-01,3.40E+00,1.04E+00,7.63E-01,1852,1142,148.16,111.12,64.119,0,0,0,0,0,0
1310,41,47,33,43,3645.6,3645.6,9656,9656,1315,1.88E+05,8861973,6330480,8.80E+04,2.93E+05,116774,76321,0.1876275,8.861973,6.33048,8.80E-01,2.93E+00,1.17E+00,7.63E-01,1853,1142,148.24,111.18,64.119,0,11.8,0,100.8,0,100800
1315,41,47,33,43,3645.6,3645.6,9656,9656,1320,784184,10831523,9692439,8.80E+04,227718,219438,76321,0.784184,10.831523,9.692439,8.80E-01,2.28E+00,2.19E+00,7.63E-01,1891,1143,151.28,113.46,64.119,0,0,0,0,0,0
1320,42,46,33,43,3645.6,3645.6,9372,9656,1325,7.97E+05,9.55E+06,8.60E+06,2.50E+05,227718,219438,111759,0.7971925,9.554606,8.595452,2.50E+00,2.28E+00,2.19E+00,1.12E+00,1857,1143,148.56,111.42,64.119,0,0,0,0,0,0
1325,41,47,33,43,3645.6,3567.2,9372,9656,1330,7.80E+05,12558617,10352780,193910,227718,2.36E+05,111759,0.7796845,12.558617,10.35278,1.94E+00,2.28E+00,2.36E+00,1.12E+00,1855,1143,148.4,111.3,64.119,0,0,0,0,0,0
1330,41,47,33,43,3645.6,3567.2,9656,9656,1335,791819,9.81E+06,8.53E+06,193910,2.46E+05,1.72E+05,111759,0.791819,9.813234,8.534438,1.94E+00,2.46E+00,1.72E+00,1.12E+00,1853,1143,148.24,111.18,64.119,0,0,0,0,0,0
1335,42,46,33,43,3645.6,3645.6,9656,9656,1340,861168,10275183,9.40E+06,231578,2.46E+05,1.72E+05,1.53E+05,0.861168,10.275183,9.39972,2.32E+00,2.46E+00,1.72E+00,1.53E+00,1856,1142,148.48,111.36,64.119,0,0,0,0,0,0
1340,41,47,33,43,3645.6,3567.2,9656,9656,1345,7.90E+05,1.41E+07,1.04E+07,2.42E+05,2.46E+05,216662,1.53E+05,0.7902005,14.09024,10.35863,2.42E+00,2.46E+00,2.17E+00,1.53E+00,1854,1142,148.32,111.24,64.119,0,11.8,0,101.8,0,101800
1345,42,46,33,43,3645.6,3645.6,9656,9656,1350,524246,1.28E+07,6368615,2.42E+05,94912,1.66E+05,134190,0.524246,12.84342,6.368615,2.42E+00,9.49E-01,1.66E+00,1.34E+00,1860,1144,148.8,111.6,64.119,0,0,0,0,0,0
1350,41,46,33,44,3645.6,3645.6,9656,9656,1355,790184,9.11E+06,8060912,266900,94912,183092,134190,0.790184,9.112828,8.060912,2.67E+00,9.49E-01,1.83E+00,1.34E+00,1855,1143,148.4,111.3,64.119,0,0,0,0,0,0
1355,41,46,33,43,3645.6,3645.6,9372,9656,1360,3.86E+05,1.30E+07,4.48E+06,105639,94912,7.35E+04,4.43E+04,0.3859283,13.00604,4.480821,1.06E+00,9.49E-01,7.35E-01,4.43E-01,1861,1143,148.88,111.66,64.119,0,0,0,0,0,0
1360,42,46,33,43,3645.6,3645.6,9656,9656,1365,3.52E+05,5649595,5148540,105639,153957,1.10E+05,4.43E+04,0.3517425,5.649595,5.14854,1.06E+00,1.54E+00,1.10E+00,4.43E-01,1993,1142,159.44,119.58,64.119,0,0,0,0,0,0
1365,42,46,33,43,3645.6,3645.6,9656,9656,1370,5.75E+05,13181926,6505557,1.32E+05,153957,1.64E+05,1.33E+05,0.5745643,13.181926,6.505557,1.32E+00,1.54E+00,1.64E+00,1.33E+00,1893,1143,151.44,113.58,64.119,0,0,0,0,0,0
1370,41,47,33,43,3645.6,3645.6,9656,9656,1375,7.88E+05,14130276,1.00E+07,1.32E+05,4.30E+05,1.64E+05,1.13E+05,0.7882955,14.130276,10.02728,1.32E+00,4.30E+00,1.64E+00,1.13E+00,1859,1143,148.72,111.54,64.119,0,11,0,102.6,0,102600
1375,41,46,33,43,3645.6,3645.6,9656,9372,1380,7.92E+05,9.57E+06,8.45E+06,2.45E+05,4.30E+05,1.64E+05,1.15E+05,0.7920415,9.572556,8.452174,2.45E+00,4.30E+00,1.64E+00,1.15E+00,1861,1143,148.88,111.66,64.119,0,0,0,0,0,0
1380,42,46,33,43,3645.6,3645.6,9656,9656,1385,792274,9.06E+06,9317990,1.97E+05,4.30E+05,232078,1.15E+05,0.792274,9.056498,9.31799,1.97E+00,4.30E+00,2.32E+00,1.15E+00,1850,1142,148,111,64.119,0,0,0,0,0,0
1385,42,46,33,43,3645.6,3645.6,9656,9656,1390,788257,13799844,1.02E+07,238833,4.30E+05,232078,1.29E+05,0.788257,13.799844,10.21697,2.39E+00,4.30E+00,2.32E+00,1.29E+00,1859,1142,148.72,111.54,64.119,0,0,0,0,0,0
1390,41,47,33,43,3645.6,3645.6,9656,9656,1395,7.85E+05,9.63E+06,8498768,238833,219091,232078,1.03E+05,0.7846145,9.625792,8.498768,2.39E+00,2.19E+00,2.32E+00,1.03E+00,1857,1143,148.56,111.42,64.119,0,0,0,0,0,0
1395,41,46,33,43,3645.6,3645.6,9656,9656,1400,865436,9773550,9274912,243109,219091,232703,1.03E+05,0.865436,9.77355,9.274912,2.43E+00,2.19E+00,2.33E+00,1.03E+00,1861,1142,148.88,111.66,64.119,0,0,0,0,0,0
1400,41,46,33,43,3645.6,3567.2,9372,9372,1405,7.87E+05,1.46E+07,1.05E+07,242450,219091,1.91E+05,1.03E+05,0.7874035,14.58966,10.52618,2.42E+00,2.19E+00,1.91E+00,1.03E+00,1852,1142,148.16,111.12,64.119,0,10.8,0,104.1,0,104100
1405,42,46,33,43,3567.2,3645.6,9656,9656,1410,4.54E+05,3.56E+06,2630092,7.02E+04,219091,73175,1.03E+05,0.4539735,3.55984,2.630092,7.02E-01,2.19E+00,7.32E-01,1.03E+00,1858,1142,148.64,111.48,64.119,0,0,0,0,0,0
1410,41,47,33,43,3645.6,3645.6,9656,9656,1415,475643,8.01E+06,8018644,228531,219091,146285,1.03E+05,0.475643,8.008536,8.018644,2.29E+00,2.19E+00,1.46E+00,1.03E+00,1896,1141,151.68,113.76,64.119,0,0,0,0,0,0
1415,42,46,33,43,3645.6,3645.6,9372,9656,1420,790808,13922439,1.00E+07,2.65E+05,219091,1.84E+05,1.03E+05,0.790808,13.922439,10.01573,2.65E+00,2.19E+00,1.84E+00,1.03E+00,1854,1141,148.32,111.24,64.119,0,0,0,0,0,0
1420,41,46,33,43,3645.6,3645.6,9372,9656,1425,781796,9.85E+06,9024338,2.65E+05,191220,1.95E+05,1.03E+05,0.781796,9.847902,9.024338,2.65E+00,1.91E+00,1.95E+00,1.03E+00,1856,1141,148.48,111.36,64.119,0,0,0,0,0,0
1425,41,46,33,43,3645.6,3645.6,9656,9372,1430,8.77E+05,9491781,9.76E+06,2.65E+05,8.34E+04,2.43E+05,1.03E+05,0.8774295,9.491781,9.756752,2.65E+00,8.34E-01,2.43E+00,1.03E+00,1853,1142,148.24,111.18,64.119,0,0,0,0,0,0
1430,42,46,33,43,3645.6,3567.2,9656,9656,1435,785163,1.44E+07,10588254,2.65E+05,3.78E+05,2.14E+05,1.03E+05,0.785163,14.426,10.588254,2.65E+00,3.78E+00,2.14E+00,1.03E+00,1856,1142,148.48,111.36,64.119,0,11.4,0,105,0,105000
1435,42,46,33,43,3645.6,3645.6,9656,9656,1440,785879,9.97E+06,9170886,2.65E+05,190564,2.14E+05,1.25E+05,0.785879,9.968992,9.170886,2.65E+00,1.91E+00,2.14E+00,1.25E+00,1858,1142,148.64,111.48,64.119,0,0,0,0,0,0
