Time,CPU_0_Temp,CPU_1_Temp,Ambient_Temp0,Ambient_Temp1,Blower_Fan_0,Blower_Fan_1,Axial_Fan_0,Axial_Fan_1,HT0_CPU0_ALL,HT0_CPU1_ALL,HT0,HT1_CPU2_ALL,HT1_CPU3_ALL,HT1,HT2_CPU0_ALL,HT2_CPU1_ALL,,Watts,Volts,Amps,InputDCPwr,AllPwrExtBd,ProcPwr
1280,42.00,46.00,33.00,44.00,3567.20,3567.20,8662.00,8662.00,4986688786,4986679015,4986683901,4986673494,4986674499,4986673997,4986688795,4986679013,4986683904,205.9,114.2,1.667,154.425,123.54,61.77
1285,42.00,46.00,33.00,44.00,3567.20,3567.20,8449.00,8662.00,4986653152,4986662064,4986657608,4986668052,4986665932,4986666992,4986653143,4986662067,4986657605,206,114.3,1.667,154.5,123.6,61.8
1290,42.00,46.00,33.00,44.00,3567.20,3567.20,8449.00,8662.00,4986672505,4986670747,4986671626,4986671712,4986671634,4986671673,4986672510,4986670750,4986671630,205.9,114.3,1.667,154.425,123.54,61.77
1295,42.00,46.00,33.00,44.00,3567.20,3567.20,8662.00,8662.00,4986669292,4986684479,4986676886,4986670306,4986670257,4986670282,4986669285,4986684470,4986676878,205.9,114.1,1.669,154.425,123.54,61.77
1300,42.00,46.00,33.00,44.00,3567.20,3567.20,8449.00,8449.00,4986669857,4986656191,4986663024,4986668934,4986668163,4986668549,4986669863,4986656199,4986663031,206,114.3,1.667,154.5,123.6,61.8
1305,42.00,46.00,33.00,44.00,3567.20,3567.20,8662.00,8449.00,4991279550,4986674193,4988976872,4986672408,4986673322,4986672865,4991279548,4986674190,4988976869,205.9,114.2,1.667,154.425,123.54,61.77
1310,42.00,46.00,33.00,43.00,3567.20,3567.20,8449.00,8662.00,4982060362,4986681431,4984370897,4986669346,4986671207,4986670277,4982060370,4986681435,4984370903,205.9,114.1,1.665,154.425,123.54,61.77
1315,42.00,46.00,33.00,44.00,3488.80,3567.20,8662.00,8662.00,4986670630,4986656251,4986663441,4986669787,4986668935,4986669361,4986670618,4986656242,4986663430,205.9,114.1,1.668,154.425,123.54,61.77
1320,42.00,46.00,33.00,44.00,3567.20,3567.20,8449.00,8662.00,4986671056,4986671214,4986671135,4986671472,4986670284,4986670878,4986671056,4986671222,4986671139,205.9,114.2,1.668,154.425,123.54,61.77
1325,42.00,46.00,33.00,43.00,3567.20,3567.20,8449.00,8449.00,4986676007,4986685692,4986680850,4986672543,4986674407,4986673475,4986676007,4986685684,4986680846,205.9,114.1,1.668,154.425,123.54,61.77
1330,42.00,46.00,33.00,44.00,3645.60,3567.20,8662.00,8449.00,4986670386,4986654881,4986662634,4986668218,4986666990,4986667604,4986670394,4986654888,4986662641,205.9,114.1,1.669,154.425,123.54,61.77
1335,42.00,46.00,33.00,44.00,3567.20,3567.20,8662.00,8449.00,4986665479,4986672367,4986668923,4986672045,4986670897,4986671471,4986665473,4986672360,4986668917,206,114.1,1.669,154.5,123.6,61.8
1340,42.00,46.00,33.00,44.00,3567.20,3567.20,8662.00,8662.00,4986671301,4986684247,4986677774,4986670109,4986671617,4986670863,4986671310,4986684253,4986677782,206,113.9,1.671,154.5,123.6,61.8
1345,42.00,46.00,33.00,43.00,3567.20,3567.20,8662.00,8662.00,4986669299,4986655099,4986662199,4986670097,4986669158,4986669628,4986669294,4986655095,4986662195,206,114,1.669,154.5,123.6,61.8
1350,42.00,46.00,33.00,44.00,3567.20,3567.20,8662.00,8662.00,4986672815,4986671896,4986672356,4986670356,4986669900,4986670128,4986672817,4986671899,4986672358,205.9,114,1.669,154.425,123.54,61.77
1355,42.00,46.00,33.00,44.00,3488.80,3567.20,8662.00,8662.00,4987045723,4986705473,4986875598,4986682953,4986680384,4986681669,4987045717,4986705469,4986875593,205.9,114.1,1.668,154.425,123.54,61.77
1360,42.00,46.00,33.00,43.00,3567.20,3567.20,8662.00,8662.00,4986294192,4986633870,4986464031,4986657776,4986660845,4986659311,4986294197,4986633877,4986464037,205.8,114.1,1.668,154.35,123.48,61.74
1365,42.00,46.00,33.00,44.00,3567.20,3567.20,8662.00,8449.00,4986669282,4986670549,4986669916,4986669466,4986670700,4986670083,4986669277,4986670544,4986669911,205.8,114.1,1.667,154.35,123.48,61.74
1370,42.00,46.00,33.00,43.00,3567.20,3567.20,8662.00,8449.00,4986670810,4986685012,4986677911,4986672032,4986677487,4986674760,4986670825,4986685015,4986677920,205.9,114.1,1.667,154.425,123.54,61.77
1375,42.00,46.00,33.00,43.00,3567.20,3567.20,8662.00,8449.00,4986673991,4986664058,4986669025,4986671888,4986666597,4986669243,4986673975,4986664053,4986669014,205.8,114.2,1.667,154.35,123.48,61.74
1380,42.00,46.00,33.00,43.00,3567.20,3567.20,8662.00,8449.00,4986671581,4986663621,4986667601,4986668957,4986676708,4986672833,4986671583,4986663626,4986667605,205.8,114.1,1.668,154.35,123.48,61.74
1385,42.00,46.00,33.00,43.00,3488.80,3645.60,8449.00,8449.00,4986668390,4986683926,4986676158,4986672287,4986663047,4986667667,4986668389,4986683922,4986676156,205.9,114.1,1.667,154.425,123.54,61.77
1390,42.00,46.00,33.00,43.00,3567.20,3567.20,8662.00,8662.00,4986673873,4986657037,4986665455,4986669644,4986674100,4986671872,4986673877,4986657041,4986665459,205.8,113.9,1.668,154.35,123.48,61.74
1395,42.00,46.00,33.00,43.00,3567.20,3567.20,8449.00,8449.00,4986666377,4986671169,4986668773,4986669461,4986666025,4986667743,4986666379,4986671165,4986668772,205.8,114,1.669,154.35,123.48,61.74
1400,42.00,46.00,33.00,43.00,3567.20,3567.20,8662.00,8662.00,4986673949,4986684837,4986679393,4986672410,4986669661,4986671036,4986673949,4986684841,4986679395,205.9,113.9,1.67,154.425,123.54,61.77
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
