 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s2 -- --   in   sy   cs us sy id
 0 0 0 10769928 7624736 166 4273 0 0 0 0 0  0  0  0  0  538 2418  358  0  5 95
 0 0 0 10769852 7624768 22 153 0 0 0  0  0  0  0  0  0  419  714  201  0  0 99
 1 0 0 10769644 7624620 132 3242 0 0 0 0 0  0  0  0  0  479 2059  302  0  5 95
 0 0 0 10769604 7624580 127 3245 0 0 0 0 0  3  0  0  0  571 2065  408  0  4 96
 0 0 0 10769848 7624736 60 1181 0 0 0 0  0 10  0  0  0  449 1131  231  0  2 98
 0 0 0 10769604 7624580 127 3240 0 0 0 0 0  0  0  0  0  528 2031  326  0  5 95
 0 0 0 10769784 7624604 17 152 0 0 0  0  0  0  0  0  0  419  735  192  0  1 99
 0 0 0 10769560 7624540 147 3782 0 0 0 0 0  0  0  0  0  552 2232  345  0  5 94
 0 0 0 10769620 7624568 112 2706 0 0 0 0 0  0  0  0  0  479 1779  296  0  3 97
 0 0 0 10769772 7624592 56 1180 0 0 0 0  0  3  0  0  0  590 1155  276  0  2 98
 0 0 0 10769424 7624400 131 3244 0 0 0 0 0 13  0  0  0  532 2003  334  0  4 96
 0 0 0 10769668 7624488 17 152 0 0 0  0  0  0  0  0  0  431  753  200  0  1 99
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s2 -- --   in   sy   cs us sy id
 0 0 0 10769456 7624428 166 4273 0 0 0 0 0  0  0  0  0  536 2406  359  0  5 95
 0 0 0 10769668 7624584 22 153 0 0 0  0  0  0  0  0  0  413  709  188  0  0 100
 0 0 0 10769460 7624436 132 3241 0 0 0 0 0  0  0  0  0  500 2063  311  0  5 94
 0 0 0 10769424 7624392 141 3469 0 0 0 0 0  2  0  0  0  552 2087  365  0  4 96
 0 0 0 10769668 7624552 61 1180 0 0 0 0  0  9  0  0  0  471 1131  250  0  2 98
 0 0 0 10769424 7624388 104 2611 0 0 0 0 0  0  0  0  0  512 1777  284  0  5 95
 0 0 0 10769668 7624520 115 2852 0 0 0 0 0  0  0  0  0  507 1831  315  0  3 96
 0 0 0 10769668 7624580 62 1181 0 0 0 0  0  0  0  0  0  450 1155  235  0  2 98
 0 0 0 10769424 7624396 127 3248 0 0 0 0 0  0  0  0  0  522 2010  324  0  4 96
 0 0 0 10769668 7624484 17 153 0 0 0  0  0  3  0  0  0  474  750  222  0  1 99
 0 0 0 10769440 7624408 170 4279 0 0 0 0 0  8  0  0  0  542 2412  369  0  5 95
 0 0 0 10769652 7624468 17 152 0 0 0  0  0  0  0  0  0  445  700  186  0  0 100
 0 0 0 10769444 7624412 132 3244 0 0 0 0 0  0  0  0  0  499 2068  307  0  5 95
 0 0 0 10769408 7624376 127 3247 0 0 0 0 0  0  0  0  0  503 1982  319  0  4 96
 0 0 0 10769652 7624468 54 1163 0 0 0 0  0  0  0  0  0  437 1112  220  0  2 98
 0 0 0 10769408 7624380 130 3262 0 0 0 0 0  4  0  0  0  572 2138  425  0  5 95
 0 0 0 10769652 7624540 18 153 0 0 0  0  0  5  0  0  0  401  730  190  0  1 99
 0 0 0 10769440 7624424 143 3615 0 0 0 0 0  0  0  0  0  521 2166  323  0  5 94
 0 0 0 10769644 7624496 119 2872 0 0 0 0 0  0  0  0  0  493 1843  298  0  3 97
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s2 -- --   in   sy   cs us sy id
 0 0 0 10769652 7624532 60 1180 0 0 0 0  0  0  0  0  0  441 1157  224  0  2 98
 0 0 0 10769408 7624380 128 3249 0 0 0 0 0  0  0  0  0  507 2012  322  0  4 96
 0 0 0 10769652 7624468 17 153 0 0 0  0  0  2  0  0  0  515  751  227  0  1 99
 0 0 0 10769440 7624408 170 4271 0 0 0 0 0  9  0  0  0  560 2406  370  0  5 95
 0 0 0 10769652 7624468 17 153 0 0 0  0  0  0  0  0  0  444  700  203  0  0 100
 0 0 0 10769444 7624412 133 3245 0 0 0 0 0  0  0  0  0  526 2064  309  0  5 95
 0 0 0 10769408 7624376 127 3242 0 0 0 0 0  0  0  0  0  516 1976  366  0  4 96
 0 0 0 10769652 7624468 56 1179 0 0 0 0  0  0  0  0  0  440 1125  234  0  2 98
 0 0 0 10769408 7624380 127 3245 0 0 0 0 0  2  0  0  0  556 2033  356  0  5 95
 0 0 0 10769652 7624540 18 153 0 0 0  0  0  7  0  0  0  416  729  198  0  1 99
 0 0 0 10769440 7624424 147 3736 0 0 0 0 0  0  0  0  0  516 2216  337  0  5 95
 0 0 0 10769728 7624532 117 2746 0 0 0 0 0  0  0  0  0  478 1796  293  0  3 96
 0 0 0 10769652 7624528 61 1248 0 0 0 0  0  0  0  0  0  473 1201  240  0  2 98
 0 0 0 10769408 7624376 127 3247 0 0 0 0 0  0  0  0  0  502 2002  313  0  4 96
 0 0 0 10769580 7624396 17 153 0 0 0  0  0  2  0  0  0  478  752  224  0  1 99
 0 0 0 10769260 7624228 169 4268 0 0 0 0 0 10  0  0  0  567 2406  384  0  5 95
 0 0 0 10769472 7624288 17 152 0 0 0  0  0  0  0  0  0  412  700  177  0  0 100
 0 0 0 10769264 7624232 136 3241 0 0 0 0 0  0  0  0  0  512 2066  322  0  5 95
 0 0 0 10769228 7624196 127 3241 0 0 0 0 0  0  0  0  0  506 1978  325  0  4 96
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s2 -- --   in   sy   cs us sy id
 0 0 0 10769472 7624288 56 1175 0 0 0 0  0  0  0  0  0  460 1127  222  0  2 98
 0 0 0 10769228 7624200 127 3239 0 0 0 0 0  3  0  0  0  542 2122  420  0  5 95
 0 0 0 10769364 7624252 18 152 0 0 0  0  0  7  0  0  0  440  730  192  0  1 99
 0 0 0 10769088 7624072 147 3710 0 0 0 0 0  0  0  0  0  507 2207  339  0  5 95
 0 0 0 10769284 7624136 120 2762 0 0 0 0 0  0  0  0  0  492 1799  302  0  3 96
 0 0 0 10769276 7624108 57 1177 0 0 0 0  0  0  0  0  0  461 1162  242  0  2 98
 0 0 0 10769032 7624004 127 3235 0 0 0 0 0  0  0  0  0  514 2001  313  0  4 96
 0 0 0 10769276 7624092 18 152 0 0 0  0  0  2  0  0  0  500  751  218  0  1 99
 0 0 0 10769280 7624160 170 4263 0 0 0 0 0  8  0  0  0  521 2407  376  0  5 95
 0 0 0 10769260 7624076 17 152 0 0 0  0  0  0  0  0  0  429  709  184  0  0 100
 0 0 0 10769004 7623972 137 3234 0 0 0 0 0  0  0  0  0  475 2059  309  0  5 95
 0 0 0 10768968 7623940 127 3240 0 0 0 0 0  0  0  0  0  496 1979  329  0  4 96
 0 0 0 10769212 7624028 56 1174 0 0 0 0  0  0  0  0  0  437 1126  225  0  2 98
 0 0 0 10768968 7623940 132 3240 0 0 0 0 0  3  0  0  0  548 2031  372  0  5 95
 0 0 0 10769208 7624024 17 152 0 0 0  0  0  9  0  0  0  463  733  206  0  1 99
 0 0 0 10768996 7623968 130 3224 0 0 0 0 0  0  0  0  0  508 2017  310  0  5 95
 0 0 0 10768964 7623936 134 3237 0 0 0 0 0  0  0  0  0  527 1986  318  0  4 96
 0 0 0 10769208 7624024 36 764 0 0 0  0  0  0  0  0  0  455  974  224  0  1 98
 0 0 0 10769168 7624020 148 3643 0 0 0 0 0  0  0  0  0  510 2193  333  0  5 95
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s2 -- --   in   sy   cs us sy id
 0 0 0 10769208 7624024 18 152 0 0 0  0  0  2  0  0  0  475  718  225  0  1 99
 0 0 0 10769000 7623980 135 3227 0 0 0 0 0  9  0  0  0  547 2046  339  0  5 95
 0 0 0 10769188 7624048 126 3229 0 0 0 0 0  0  0  0  0  488 1970  317  0  3 96
 0 0 0 10769208 7624024 62 1178 0 0 0 0  0  0  0  0  0  436 1141  228  0  2 98
 0 0 0 10768964 7623936 127 3231 0 0 0 0 0  0  0  0  0  508 2020  315  0  4 95
 0 0 0 10769208 7624024 17 152 0 0 0  0  0  0  0  0  0  436  746  190  0  1 99
 0 0 0 10768996 7623968 171 4254 0 0 0 0 0  2  0  0  0  610 2499  435  0  5 94
 0 0 0 10769052 7623868 9 121 0 0  0  0  0  9  0  0  0  420  680  188  0  0 100
 0 0 0 10768844 7623812 138 3254 0 0 0 0 0  0  0  0  0  498 2077  311  0  5 95
 0 0 0 10768808 7623780 134 3235 0 0 0 0 0  0  0  0  0  479 1982  311  0  4 96
 0 0 0 10769052 7623868 39 917 0 0 0  0  0  0  0  0  0  413 1030  216  0  2 98
 0 0 0 10768824 7623848 145 3487 0 0 0 0 0  0  0  0  0  505 2133  324  0  5 95
 0 0 0 10769052 7623868 18 152 0 0 0  0  0  2  0  0  0  458  721  231  0  1 99
 0 0 0 10768844 7623824 135 3228 0 0 0 0 0  5  0  0  0  523 2044  342  0  5 95
 0 0 0 10769128 7623932 127 3227 0 0 0 0 0  0  0  0  0  511 1969  323  0  3 96
 0 0 0 10769052 7623876 63 1178 0 0 0 0  0  0  0  0  0  453 1146  232  0  2 98
 0 0 0 10768808 7623780 127 3228 0 0 0 0 0  0  0  0  0  498 2016  324  0  4 95
 0 0 0 10768984 7623800 17 152 0 0 0  0  0  0  0  0  0  435  752  195  0  1 99
 0 0 0 10768756 7623728 171 4255 0 0 0 0 0  3  0  0  0  653 2413  406  0  5 94
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s2 -- --   in   sy   cs us sy id
 0 0 0 10768804 7623620 0 0  0  0  0  0  0  5  0  0  0  462  618  211  0  0 100
 0 0 0 10768660 7623632 92 2202 0 0 0 0  0  0  0  0  0  489 1577  273  0  3 97
 0 0 0 10768560 7623540 92 2203 0 0 0 0  0  0  0  0  0  459 1579  271  0  3 97
 0 0 0 10768608 7623448 98 2205 0 0 0 0  0  0  0  0  0  518 1582  298  0  3 97
 0 0 0 10768456 7623384 92 2204 0 0 0 0  0  0  0  0  0  475 1581  277  0  3 97
 0 0 0 10768592 7623408 92 2202 0 0 0 0  0  2  0  0  0  510 1578  301  0  3 97
 0 0 0 10768288 7623288 96 2203 0 0 0 0  0  4  0  0  0  481 1579  284  0  3 97
 0 0 0 10768496 7623352 92 2206 0 0 0 0  0  0  0  0  0  480 1584  288  0  3 97
 0 0 0 10768496 7623320 92 2201 0 0 0 0  0  0  0  0  0  478 1578  269  0  3 97
 0 0 0 10768252 7623248 98 2207 0 0 0 0  0  0  0  0  0  494 1583  280  0  3 97
 0 0 0 10768496 7623312 92 2201 0 0 0 0  0  0  0  0  0  480 1578  277  0  3 97
 0 0 0 10768272 7623240 92 2201 0 0 0 0  0  3  0  0  0  538 1667  378  0  3 97
 0 0 0 10768428 7623260 96 2203 0 0 0 0  0 11  0  0  0  497 1579  299  0  3 97
 0 0 0 10768220 7623188 91 2203 0 0 0 0  0  0  0  0  0  490 1578  273  0  3 97
 0 0 0 10768184 7623176 92 2203 0 0 0 0  0  0  0  0  0  466 1579  262  0  3 97
 0 0 0 10768428 7623268 98 2208 0 0 0 0  0  0  0  0  0  511 1597  292  0  3 97
 0 0 0 10768160 7623128 92 2202 0 0 0 0  0  0  0  0  0  479 1583  273  0  3 97
 0 0 0 10768300 7623116 92 2202 0 0 0 0  0  2  0  0  0  535 1580  314  0  3 97
 0 0 0 10768088 7623092 96 2205 0 0 0 0  0  8  0  0  0  478 1580  278  0  3 97
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s2 -- --   in   sy   cs us sy id
 0 0 0 10768316 7623156 92 2201 0 0 0 0  0  0  0  0  0  503 1577  267  0  3 97
 0 0 0 10768300 7623136 92 2204 0 0 0 0  0  0  0  0  0  487 1582  277  0  3 97
 0 0 0 10768056 7623052 98 2208 0 0 0 0  0  0  0  0  0  489 1583  275  0  3 97
 0 0 0 10768300 7623116 92 2203 0 0 0 0  0  0  0  0  0  487 1579  269  0  3 97
 0 0 0 10768088 7623068 92 2204 0 0 0 0  0  2  0  0  0  507 1582  314  0  3 97
 0 0 0 10768296 7623128 96 2205 0 0 0 0  0 16  0  0  0  468 1579  275  0  3 97
 0 0 0 10768088 7623056 92 2204 0 0 0 0  0  0  0  0  0  469 1582  268  0  3 97
 0 0 0 10768052 7623044 92 2207 0 0 0 0  0  0  0  0  0  489 1582  299  0  3 97
 0 0 0 10768296 7623136 97 2210 0 0 0 0  0  0  0  0  0  495 1582  286  0  3 97
 0 0 0 10768224 7623140 92 2207 0 0 0 0  0  0  0  0  0  485 1580  277  0  3 97
 0 0 0 10768296 7623128 92 2209 0 0 0 0  0  2  0  0  0  502 1581  327  0  3 97
 0 0 0 10768088 7623088 96 2210 0 0 0 0  0  9  0  0  0  501 1579  282  0  3 97
 0 0 0 10768144 7623092 92 2207 0 0 0 0  0  0  0  0  0  494 1577  268  0  3 97
 0 0 0 10768296 7623136 92 2210 0 0 0 0  0  0  0  0  0  468 1581  271  0  3 97
 0 0 0 10768052 7623048 98 2211 0 0 0 0  0  0  0  0  0  484 1582  277  0  3 97
 0 0 0 10768228 7623044 91 2213 0 0 0 0  0  0  0  0  0  492 1585  275  0  3 97
 0 0 0 10768000 7622988 92 2215 0 0 0 0  0  2  0  0  0  492 1676  348  0  3 97
 0 0 0 10768212 7623044 96 2210 0 0 0 0  0 10  0  0  0  497 1582  283  0  3 97
 0 0 0 10767980 7622960 92 2211 0 0 0 0  0  0  0  0  0  466 1580  268  0  3 97
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s2 -- --   in   sy   cs us sy id
 0 0 0 10767944 7622952 92 2209 0 0 0 0  0  0  0  0  0  493 1581  284  0  3 97
 0 0 0 10768188 7623024 98 2213 0 0 0 0  0  0  0  0  0  458 1585  273  0  3 97
 0 0 0 10767996 7622992 92 2217 0 0 0 0  0  0  0  0  0  485 1587  273  0  3 97
 0 0 0 10768188 7623016 92 2216 0 0 0 0  0  2  0  0  0  520 1587  312  0  3 97
 0 0 0 10767856 7622852 96 2214 0 0 0 0  0  9  0  0  0  480 1583  279  0  3 97
 0 0 0 10767908 7622868 92 2216 0 0 0 0  0  0  0  0  0  498 1583  281  0  3 97
 0 0 0 10767980 7622816 92 2215 0 0 0 0  0  0  0  0  0  474 1582  278  0  3 97
 0 0 0 10767736 7622728 98 2218 0 0 0 0  0  0  0  0  0  494 1582  278  0  3 97
 0 0 0 10767980 7622792 92 2217 0 0 0 0  0  0  0  0  0  484 1580  273  0  3 97
