time,Temp0,Temp1,Planar_Temp,VRD_0_Temp,VRD_1_Temp,Fan_1,Fan_2A,Fan_2B,Fan_3A,Fan_3B,Fan_4A,Fan_4B,Fan_5A,Fan_5B,fsb,l2miss,fsb_scaled,l2miss_scaled,Watts,InputDCPwr,AllPwrExtBd,ProcPwrUnc,ProcPwr,disk_read_count,disk_write_count,disk_read_kbytes,disk_write_kbytes,disk_read_bytes,disk_write_bytes
460,26,30,24,17,20,3150,7650,5250,7500,5400,7575,5325,7950,5325,8.31E+06,4.59E+05,8.31E+00,4.59E+00,1435,1148,861,43.05,43.05,0,0,0,0,0,0
465,26,30,24,17,20,3150,7650,5250,7425,5400,7575,5325,7950,5250,5.13E+06,3.82E+05,5.13E+00,3.82E+00,1423,1138.4,853.8,42.69,42.69,0,0,0,0,0,0
470,28,31,24,17,20,3150,7650,5325,7500,5400,7500,5250,7950,5250,1.70E+07,39030,1.70E+01,3.90E-01,1441,1152.8,864.6,43.23,43.23,0,21.8,0,190.8,0,190800
475,26,30,24,17,20,3150,7650,5325,7425,5400,7575,5250,7950,5250,5.13E+06,5.80E+05,5.13E+00,5.80E+00,1431,1144.8,858.6,42.93,42.93,0,0,0,0,0,0
480,26,30,24,17,20,3150,7575,5250,7425,5400,7575,5325,7950,5325,2.34E+06,1.11E+06,2.34E+00,1.11E+01,1430,1144,858,42.9,42.9,0,0,0,0,0,0
485,26,31,24,17,20,3150,7650,5250,7425,5400,7575,5250,8025,5250,5.96E+06,2.57E+05,5.96E+00,2.57E+00,1423,1138.4,853.8,42.69,42.69,0,0,0,0,0,0
490,25,30,24,17,20,3150,7650,5325,7500,5400,7575,5250,7950,5250,2.14E+07,50632,2.14E+01,5.06E-01,1428,1142.4,856.8,42.84,42.84,0,0,0,0,0,0
495,26,30,24,17,20,3150,7650,5325,7500,5400,7575,5325,8025,5325,1.16E+06,2.38E+05,1.16E+00,2.38E+00,1421,1136.8,852.6,42.63,42.63,0,0,0,0,0,0
500,26,31,24,17,20,3150,7650,5325,7500,5400,7575,5250,7950,5250,2.02E+06,1.17E+06,2.02E+00,1.17E+01,1447,1157.6,868.2,43.41,43.41,0,11.6,0,72.8,0,72800
505,26,30,24,17,20,3150,7650,5325,7425,5325,7575,5325,7950,5325,1.09E+07,1.08E+05,1.09E+01,1.08E+00,1422,1137.6,853.2,42.66,42.66,0,0,0,0,0,0
510,25,30,24,16,20,3150,7575,5325,7500,5400,7575,5325,7950,5250,1.02E+07,4.69E+05,1.02E+01,4.69E+00,1951,1560.8,1170.6,58.53,58.53,0,0,0,0,0,0
515,26,30,24,16,20,3150,7575,5325,7425,5400,7575,5325,7950,5250,3.46E+05,6.36E+05,3.46E-01,6.36E+00,1999,1599.2,1199.4,59.97,59.97,0,0,0,0,0,0
520,26,30,24,16,20,3150,7575,5325,7425,5400,7575,5325,7950,5325,1.68E+06,2.94E+05,1.68E+00,2.94E+00,1427,1141.6,856.2,42.81,42.81,0,0,0,0,0,0
525,25,30,24,16,20,3150,7650,5250,7425,5400,7575,5250,7950,5250,1.67E+07,2.77E+05,1.67E+01,2.77E+00,1959,1567.2,1175.4,58.77,58.77,0,0,0,0,0,0
530,26,30,24,16,19,3150,7575,5250,7500,5400,7575,5250,7950,5250,9.91E+06,5.34E+05,9.91E+00,5.34E+00,2023,1618.4,1213.8,60.69,60.69,0,10.6,0,75.4,0,75400
535,26,30,24,16,19,3150,7650,5325,7425,5400,7575,5325,8025,5250,3.77E+06,4.68E+05,3.77E+00,4.68E+00,1425,1140,855,42.75,42.75,0,0,0,0,0,0
540,25,30,24,16,19,3150,7650,5325,7425,5400,7650,5325,7950,5325,1.46E+07,4.70E+05,1.46E+01,4.70E+00,1937,1549.6,1162.2,58.11,58.11,0,0,0,0,0,0
545,26,30,24,16,19,3150,7650,5250,7425,5400,7575,5325,8025,5250,8.14E+06,1.46E+05,8.14E+00,1.46E+00,1950,1560,1170,58.5,58.5,0,0,0,0,0,0
550,26,30,24,16,19,3150,7650,5325,7425,5400,7575,5325,7950,5325,1.74E+07,34688,1.74E+01,3.47E-01,1429,1143.2,857.4,42.87,42.87,0,0,0,0,0,0
555,26,30,24,16,19,3225,7650,5325,7425,5400,7650,5325,7950,5325,8.28E+05,9.84E+05,8.28E-01,9.84E+00,1952,1561.6,1171.2,58.56,58.56,0,0,0,0,0,0
560,26,30,24,16,19,3150,7575,5325,7425,5400,7575,5325,7950,5250,1.07E+07,4.39E+05,1.07E+01,4.39E+00,1965,1572,1179,58.95,58.95,0,12.2,0,102,0,102000
565,26,30,24,17,19,3150,7575,5325,7425,5400,7575,5325,7950,5325,1.60E+07,1.86E+05,1.60E+01,1.86E+00,1707,1365.6,1024.2,51.21,51.21,0,0,0,0,0,0
570,26,30,24,17,19,3150,7650,5250,7500,5400,7650,5250,7950,5250,1.35E+07,5.31E+05,1.35E+01,5.31E+00,1961,1568.8,1176.6,58.83,58.83,0,0,0,0,0,0
575,26,30,24,16,19,3150,7575,5250,7500,5400,7575,5250,8025,5250,1.08E+06,5.72E+05,1.08E+00,5.72E+00,1957,1565.6,1174.2,58.71,58.71,0,0,0,0,0,0
580,26,30,24,16,19,3150,7650,5325,7500,5400,7575,5325,7950,5250,7.79E+06,8.82E+05,7.79E+00,8.82E+00,1983,1586.4,1189.8,59.49,59.49,0,0,0,0,0,0
585,25,30,24,16,19,3150,7650,5250,7425,5400,7575,5250,7950,5250,1.78E+07,2.38E+05,1.78E+01,2.38E+00,1951,1560.8,1170.6,58.53,58.53,0,0,0,0,0,0
590,26,30,24,16,19,3150,7650,5325,7425,5400,7575,5325,7950,5325,1.01E+07,3.68E+05,1.01E+01,3.68E+00,1966,1572.8,1179.6,58.98,58.98,0,10.8,0,77.6,0,77600
595,26,30,24,16,19,3150,7575,5250,7425,5400,7575,5250,7950,5250,1.92E+06,6.03E+05,1.92E+00,6.03E+00,1994,1595.2,1196.4,59.82,59.82,0,0,0,0,0,0
600,26,30,24,16,19,3150,7650,5250,7425,5325,7575,5250,7950,5250,7.49E+06,4.76E+05,7.49E+00,4.76E+00,1946,1556.8,1167.6,58.38,58.38,0,0,0,0,0,0
605,26,30,24,16,19,3150,7575,5250,7500,5400,7575,5250,7950,5250,8.26E+06,9798,8.26E+00,9.80E-02,1949,1559.2,1169.4,58.47,58.47,0,0,0,0,0,0
610,26,30,24,16,19,3150,7575,5250,7500,5400,7575,5250,7950,5250,1.24E+07,1.51E+05,1.24E+01,1.51E+00,2020,1616,1212,60.6,60.6,0,0,0,0,0,0
615,26,29,24,16,19,3150,7575,5250,7500,5400,7575,5325,7950,5250,5.37E+05,4.43E+05,5.37E-01,4.43E+00,1945,1556,1167,58.35,58.35,0,0,0,0,0,0
620,26,29,24,16,19,3150,7575,5325,7425,5400,7575,5325,8025,5325,1.07E+07,2.60E+05,1.07E+01,2.60E+00,1964,1571.2,1178.4,58.92,58.92,0,13,0,83.6,0,83600
625,26,29,24,16,19,3150,7575,5325,7425,5400,7575,5325,7950,5325,8.63E+06,27816,8.63E+00,2.78E-01,2010,1608,1206,60.3,60.3,0,0,0,0,0,0
630,26,30,24,16,19,3150,7650,5250,7425,5400,7575,5250,7950,5325,1.30E+07,1.84E+05,1.30E+01,1.84E+00,1943,1554.4,1165.8,58.29,58.29,0,0,0,0,0,0
635,26,30,24,16,19,3150,7650,5250,7425,5400,7650,5250,7950,5250,5.63E+06,3.74E+05,5.63E+00,3.74E+00,1960,1568,1176,58.8,58.8,0,0,0,0,0,0
640,26,30,24,16,19,3150,7575,5325,7425,5400,7575,5325,7950,5250,1.66E+07,52501,1.66E+01,5.25E-01,1965,1572,1179,58.95,58.95,0,0,0,0,0,0
645,26,30,24,16,19,3150,7575,5250,7500,5400,7575,5250,8025,5250,1.76E+07,13534,1.76E+01,1.35E-01,1994,1595.2,1196.4,59.82,59.82,0,0,0,0,0,0
650,26,30,24,16,19,3150,7575,5250,7500,5400,7575,5250,8025,5250,7.79E+05,5.26E+05,7.79E-01,5.26E+00,1960,1568,1176,58.8,58.8,0,10.2,0,79.1,0,79100
655,26,30,24,16,19,3150,7575,5325,7425,5400,7575,5325,7950,5325,6.43E+06,1.73E+05,6.43E+00,1.73E+00,1951,1560.8,1170.6,58.53,58.53,0,0,0,0,0,0
