time ,CPU_0_Temp,CPU_1_Temp,Ambient_Temp0,Ambient_Temp1,Blower_Fan_0,Blower_Fan_1,Axial_Fan_0,Axial_Fan_1, HT0, HT1, HT2, c1c2missC0,c1c2missC1,c1c2missC2,c1c2missC3,HT0Scaled,HT1Scaled,HT2Scaled,cmiss_core0_scaled,cmiss_core1_scaled,cmiss_core2_scaled,cmiss_core3_scaled,Watts,Amps,InputDCPwr,InputDCPwr2,AllPwrExtBd,ProcPwrUnc,ProcPwr,disk_read_count,disk_write_count,disk_read_kbytes,disk_write_kbytes,disk_read_bytes,disk_write_bytes
1000,46,50,37,46,3645.6,3645.6,9656,9656,534031,1.11E+08,7.98E+07,4.30E+07,3505608,1.57E+05,1.75E+05,0.534031,110.5983,79.82435,430.1489,35.05608,1.567527,1.750693,2062,1153,164.96,1649.6,1237.2,61.86,70.046,0,0,0,0,0,0
1005,46,49,37,46,3645.6,3645.6,9372,9656,1595256,1.11E+08,243008578,4.30E+07,6355333,1.57E+05,1.75E+05,1.595256,110.5983,243.008578,430.1489,63.55333,1.567527,1.750693,2094,1155,167.52,1675.2,1256.4,62.82,71.102,0,0,0,0,0,0
1010,46,50,37,46,3645.6,3645.6,9656,9372,5.69E+05,1.13E+08,8.14E+07,4.28E+07,6355333,186343,241981,0.5693807,112.7364,81.35134,428.3659,63.55333,1.86343,2.41981,2031,1155,162.48,1624.8,1218.6,60.93,69.023,0,0,0,0,0,0
1015,46,50,37,46,3645.6,3645.6,9372,9656,5.69E+05,159601975,8.14E+07,4.28E+07,6355333,145414,241981,0.5693807,159.601975,81.35134,428.3659,63.55333,1.45414,2.41981,2133,1154,170.64,1706.4,1279.8,63.99,72.389,0,12.4,0,90.8,0,90800
1020,46,49,37,46,3645.6,3645.6,9656,9656,4.81E+05,9.59E+07,1.37E+08,6.32E+07,6355333,2.35E+05,241981,0.4805085,95.85358,136.5828,631.7325,63.55333,2.348105,2.41981,2065,1154,165.2,1652,1239,61.95,70.145,0,0,0,0,0,0
1025,46,49,37,46,3645.6,3645.6,9372,9656,1068400,5.47E+07,157960662,4.29E+07,2.07E+05,2.35E+05,1.81E+05,1.0684,54.74551,157.960662,428.5012,2.074047,2.348105,1.809427,2029,1155,162.32,1623.2,1217.4,60.87,68.957,0,0,0,0,0,0
1030,46,49,37,46,3645.6,3567.2,9656,9656,1581021,5.47E+07,2.39E+08,5.95E+07,4738618,2.35E+05,1.81E+05,1.581021,54.74551,239.3332,595.1985,47.38618,2.348105,1.809427,2061,1155,164.88,1648.8,1236.6,61.83,68.013,0,0,0,0,0,0
1035,45,50,37,46,3645.6,3645.6,9656,9656,1581021,173139252,2.39E+08,5.95E+07,4738618,2.35E+05,454124,1.581021,173.139252,239.3332,595.1985,47.38618,2.348105,4.54124,2151,1153,172.08,1720.8,1290.6,64.53,70.983,0,0,0,0,0,0
1040,46,49,37,46,3645.6,3645.6,9656,9656,5.64E+05,1.13E+08,80752148,4.34E+07,4738618,1.66E+05,1.62E+05,0.5639967,113.1215,80.752148,433.6413,47.38618,1.656327,1.619397,2171,1155,173.68,1736.8,1302.6,65.13,71.643,0,0,0,0,0,0
1045,45,50,37,46,3645.6,3645.6,9656,9656,1055107,54926255,1.59E+08,41743558,1026358,1.66E+05,1.86E+05,1.055107,54.926255,158.8825,417.43558,10.26358,1.656327,1.858987,2154,1155,172.32,1723.2,1292.4,64.62,71.082,0,12.8,0,91.7,0,91700
1050,45,49,37,46,3645.6,3645.6,9656,9656,7.95E+05,85461958,119277827,6.34E+07,1026358,4.10E+05,1.86E+05,0.7948245,85.461958,119.277827,634.0716,10.26358,4.104655,1.858987,2120,1155,169.6,1696,1272,63.6,69.96,0,0,0,0,0,0
1055,45,50,37,46,3645.6,3645.6,9656,9656,7.92E+05,81086964,1.17E+08,53995378,1026358,4.10E+05,273086,0.7916925,81.086964,116.8818,539.95378,10.26358,4.104655,2.73086,2133,1153,170.64,1706.4,1279.8,63.99,70.389,0,0,0,0,0,0
1060,45,50,37,46,3645.6,3645.6,9656,9656,522498,1.09E+08,7.79E+07,3.58E+07,1026358,138256,166345,0.522498,109.0317,77.91055,358.2958,10.26358,1.38256,1.66345,2121,1153,169.68,1696.8,1272.6,63.63,69.993,0,0,0,0,0,0
1065,45,49,37,46,3645.6,3645.6,9372,9656,3.62E+05,51495976,1.47E+08,38764349,3.41E+06,1.87E+04,166345,0.3618623,51.495976,147.0986,387.64349,34.05714,0.1866867,1.66345,2099,1153,167.92,1679.2,1259.4,62.97,69.267,0,0,0,0,0,0
1070,45,49,37,46,3645.6,3645.6,9656,9372,1506556,51495976,107593962,4585803,3.41E+06,1.87E+04,166345,1.506556,51.495976,107.593962,45.85803,34.05714,0.1866867,1.66345,2057,1153,164.56,1645.6,1234.2,61.71,69.881,0,0,0,0,0,0
1075,45,50,37,46,3645.6,3645.6,9372,9656,1582954,51495976,20830179,4585803,381854,1.87E+04,166345,1.582954,51.495976,20.830179,45.85803,3.81854,0.1866867,1.66345,1872,1155,149.76,1497.6,1123.2,56.16,63.776,0,13.2,0,105.8,0,105800
1080,45,49,37,46,3645.6,3645.6,9656,9656,1582954,37358616,20830179,4585803,381854,1.87E+04,1676646,1.582954,37.358616,20.830179,45.85803,3.81854,0.1866867,16.76646,1879,1155,150.32,1503.2,1127.4,56.37,64.007,0.2,0,1.4,0,1400,0
1085,45,49,37,46,3645.6,3724,9656,9656,1584400,37358616,17246314,4585803,446576,1.87E+04,1676646,1.5844,37.358616,17.246314,45.85803,4.46576,0.1866867,16.76646,1873,1155,149.84,1498.4,1123.8,56.19,63.809,18.2,0,0,0,748600,0
1090,45,50,37,46,3645.6,3645.6,9656,9372,1584400,17798811,17246314,4585803,446576,1.87E+04,510514,1.5844,17.798811,17.246314,45.85803,4.46576,0.1866867,5.10514,1870,1155,149.6,1496,1122,56.1,63.71,0,0,0,0,0,0
1095,45,50,37,46,3645.6,3645.6,9656,9656,1585638,17798811,20604391,502851,446576,1.87E+04,510514,1.585638,17.798811,20.604391,5.02851,4.46576,0.1866867,5.10514,1874,1156,149.92,1499.2,1124.4,56.22,63.842,0,0,0,0,0,0
1100,45,50,37,46,3645.6,3645.6,9656,9656,8.77E+05,9800750,9970439,2.22E+05,446576,2.45E+05,510514,0.8773195,9.80075,9.970439,2.217215,4.46576,2.448325,5.10514,1871,1156,149.68,1496.8,1122.6,56.13,63.743,0,0,0,0,0,0
1105,45,49,37,46,3645.6,3567.2,9372,9656,8.77E+05,17844609,9970439,2.22E+05,446576,2.24E+05,2.29E+05,0.8773195,17.844609,9.970439,2.217215,4.46576,2.243505,2.290905,1875,1156,150,1500,1125,56.25,63.875,0,12.2,0,121.3,0,121300
1110,45,50,37,46,3567.2,3645.6,9656,9656,782734,1.30E+07,9169795,2.22E+05,389083,148973,2.29E+05,0.782734,13.04266,9.169795,2.217215,3.89083,1.48973,2.290905,1874,1156,149.92,1499.2,1124.4,56.22,63.842,0,0,0,0,0,0
1115,45,49,37,46,3645.6,3645.6,9372,9372,782734,6283061,9169795,2.22E+05,389083,148973,38947,0.782734,6.283061,9.169795,2.217215,3.89083,1.48973,0.38947,2010,1154,160.8,1608,1206,60.3,68.33,0,0,0,0,0,0
1120,45,50,37,46,3645.6,3645.6,9656,9372,8.00E+05,9425826,8550909,2.44E+05,389083,148973,1.02E+05,0.7997255,9.425826,8.550909,2.435575,3.89083,1.48973,1.022905,1870,1155,149.6,1496,1122,56.1,63.71,0,0,0,0,0,0
1125,45,49,37,46,3645.6,3645.6,9656,9372,8.00E+05,25927112,8550909,2.44E+05,389083,148973,440233,0.7997255,25.927112,8.550909,2.435575,3.89083,1.48973,4.40233,1866,1155,149.28,1492.8,1119.6,55.98,63.578,0,0,0,0,0,0
1130,45,49,37,46,3645.6,3645.6,9372,9656,570647,1.28E+07,6.53E+06,2.44E+05,7.99E+04,173247,146782,0.570647,12.83621,6.534371,2.435575,0.7985633,1.73247,1.46782,1874,1156,149.92,1499.2,1124.4,56.22,63.842,0,0,0,0,0,0
1135,44,50,37,46,3645.6,3645.6,9656,9656,570647,19976200,6.53E+06,2.44E+05,7.99E+04,173247,266140,0.570647,19.9762,6.534371,2.435575,0.7985633,1.73247,2.6614,1870,1155,149.6,1496,1122,56.1,63.71,0,11.8,0,92.3,0,92300
1140,44,50,37,46,3645.6,3645.6,9656,9656,788318,1.45E+07,1.03E+07,2.66E+05,7.99E+04,173247,1.20E+05,0.788318,14.54432,10.30852,2.655125,0.7985633,1.73247,1.195665,1871,1155,149.68,1496.8,1122.6,56.13,63.743,0,0,0,0,0,0
1145,45,49,37,46,3645.6,3645.6,9372,9656,1607028,1.45E+07,17364094,523331,7.99E+04,173247,1.20E+05,1.607028,14.54432,17.364094,5.23331,0.7985633,1.73247,1.195665,1873,1156,149.84,1498.4,1123.8,56.19,63.809,0,0,0,0,0,0
1150,45,49,37,46,3645.6,3645.6,9656,9656,1551624,1.45E+07,19251572,523331,375457,173247,1.20E+05,1.551624,14.54432,19.251572,5.23331,3.75457,1.73247,1.195665,1871,1155,149.68,1496.8,1122.6,56.13,63.743,0,0,0,0,0,0
1155,45,49,37,46,3645.6,3645.6,9656,9656,1582253,1.45E+07,20192606,500502,375457,173247,1.20E+05,1.582253,14.54432,20.192606,5.00502,3.75457,1.73247,1.195665,1876,1156,150.08,1500.8,1125.6,56.28,63.908,0,0,0,0,0,0
1160,45,49,36,46,3724,3645.6,9656,9656,4.92E+05,8.95E+06,4.52E+06,500502,72899,105098,8.92E+04,0.4916947,8.950634,4.521734,5.00502,0.72899,1.05098,0.8923967,1870,1157,149.6,1496,1122,56.1,63.71,0,0,0,0,0,0
1165,44,50,36,46,3724,3645.6,9656,9372,4.92E+05,9471741,4.52E+06,500502,72899,105098,254629,0.4916947,9.471741,4.521734,5.00502,0.72899,1.05098,2.54629,1912,1155,152.96,1529.6,1147.2,57.36,65.096,0,11.2,0,91.4,0,91400
1170,44,49,36,46,3645.6,3645.6,9656,9372,4.92E+05,29467117,4.52E+06,500502,72899,105098,297330,0.4916947,29.467117,4.521734,5.00502,0.72899,1.05098,2.9733,1865,1155,149.2,1492,1119,55.95,63.545,0,0,0,0,0,0
1175,45,49,36,46,3724,3645.6,9656,9656,4.92E+05,1.95E+07,4.52E+06,500502,72899,1.93E+05,143313,0.4916947,19.51339,4.521734,5.00502,0.72899,1.928485,1.43313,1871,1155,149.68,1496.8,1122.6,56.13,63.743,0,0,0,0,0,0
1180,45,49,36,46,3645.6,3645.6,9656,9656,4.92E+05,18592948,4.52E+06,500502,72899,1.93E+05,416878,0.4916947,18.592948,4.521734,5.00502,0.72899,1.928485,4.16878,1870,1156,149.6,1496,1122,56.1,63.71,0,0,0,0,0,0
1185,45,50,36,46,3645.6,3645.6,9372,9656,4.92E+05,27325559,4.52E+06,500502,72899,387508,416878,0.4916947,27.325559,4.521734,5.00502,0.72899,3.87508,4.16878,1870,1156,149.6,1496,1122,56.1,63.71,0,0,0,0,0,0
1190,45,49,36,46,3645.6,3724,9656,9656,1759509,27325559,19176822,512000,72899,387508,416878,1.759509,27.325559,19.176822,5.12,0.72899,3.87508,4.16878,1866,1154,149.28,1492.8,1119.6,55.98,63.578,0,0,0,0,0,0
1195,44,49,36,46,3645.6,3645.6,9656,9656,1759509,18589367,19176822,512000,72899,515821,416878,1.759509,18.589367,19.176822,5.12,0.72899,5.15821,4.16878,1871,1156,149.68,1496.8,1122.6,56.13,63.743,0,10.6,0,117.9,0,117900
1200,44,50,36,46,3645.6,3724,9656,9656,1759509,28783234,19176822,512000,72899,411019,416878,1.759509,28.783234,19.176822,5.12,0.72899,4.11019,4.16878,1863,1153,149.04,1490.4,1117.8,55.89,63.479,0,0,0,0,0,0
1205,44,49,36,46,3645.6,3645.6,9656,9656,1759509,1.96E+07,19176822,512000,72899,233692,1.16E+05,1.759509,19.56407,19.176822,5.12,0.72899,2.33692,1.155905,1867,1156,149.36,1493.6,1120.2,56.01,63.611,0,0,0,0,0,0
1210,45,49,36,46,3645.6,3645.6,9656,9656,1759509,11920300,19176822,512000,72899,1.33E+05,76690,1.759509,11.9203,19.176822,5.12,0.72899,1.330445,0.7669,1920,1155,153.6,1536,1152,57.6,65.36,0,0,0,0,0,0
1215,44,50,36,46,3645.6,3645.6,9656,9372,1759509,17974098,19176822,512000,72899,1.33E+05,131807,1.759509,17.974098,19.176822,5.12,0.72899,1.330445,1.31807,1914,1156,153.12,1531.2,1148.4,57.42,65.162,0,0,0,0,0,0
1220,44,49,36,46,3645.6,3645.6,9656,9656,1759509,20184067,19176822,512000,72899,1.33E+05,250682,1.759509,20.184067,19.176822,5.12,0.72899,1.330445,2.50682,1867,1155,149.36,1493.6,1120.2,56.01,63.611,0,0,0,0,0,0
1225,45,49,36,46,3645.6,3645.6,9372,9656,1759509,18974169,19176822,512000,72899,487749,250682,1.759509,18.974169,19.176822,5.12,0.72899,4.87749,2.50682,1870,1155,149.6,1496,1122,56.1,63.71,0,11.4,0,93,0,93000
1230,44,50,36,46,3645.6,3645.6,9656,9656,1759509,29967957,19176822,512000,72899,487749,245839,1.759509,29.967957,19.176822,5.12,0.72899,4.87749,2.45839,1872,1156,149.76,1497.6,1123.2,56.16,63.776,0,0,0,0,0,0
1235,45,49,36,46,3645.6,3645.6,9656,9656,783847,9735620,8.82E+06,2.42E+05,72899,207292,245839,0.783847,9.73562,8.81955,2.416025,0.72899,2.07292,2.45839,1869,1156,149.52,1495.2,1121.4,56.07,63.677,0,0,0,0,0,0
1240,44,50,36,46,3645.6,3645.6,9656,9656,783847,18684153,8.82E+06,2.42E+05,72899,207292,222544,0.783847,18.684153,8.81955,2.416025,0.72899,2.07292,2.22544,1866,1155,149.28,1492.8,1119.6,55.98,63.578,0,0,0,0,0,0
1245,44,50,36,46,3645.6,3724,9656,9656,783847,25124373,8.82E+06,2.42E+05,72899,455871,222544,0.783847,25.124373,8.81955,2.416025,0.72899,4.55871,2.22544,1867,1154,149.36,1493.6,1120.2,56.01,63.611,0,0,0,0,0,0
1250,45,49,36,46,3645.6,3645.6,9656,9656,783847,22010193,8.82E+06,2.42E+05,72899,469631,222544,0.783847,22.010193,8.81955,2.416025,0.72899,4.69631,2.22544,1867,1154,149.36,1493.6,1120.2,56.01,63.611,0,0,0,0,0,0
1255,44,49,36,46,3645.6,3645.6,9656,9372,783847,18986422,8.82E+06,2.42E+05,72899,176056,143320,0.783847,18.986422,8.81955,2.416025,0.72899,1.76056,1.4332,1868,1154,149.44,1494.4,1120.8,56.04,63.644,0,22,0,255.4,0,255400
1260,44,49,36,46,3645.6,3724,9656,9372,783847,1.41E+07,8.82E+06,2.42E+05,72899,20359,3.29E+04,0.783847,14.11598,8.81955,2.416025,0.72899,0.20359,0.328615,1907,1153,152.56,1525.6,1144.2,57.21,64.931,0,0,0,0,0,0
1265,45,49,36,46,3645.6,3724,9656,9656,5.31E+05,8731689,9.06E+06,2.13E+05,72899,20359,2.40E+05,0.5305195,8.731689,9.060734,2.125155,0.72899,0.20359,2.403025,1868,1155,149.44,1494.4,1120.8,56.04,63.644,0,0,0,0,0,0
1270,44,49,36,46,3724,3645.6,9372,9656,5.31E+05,19384585,9.06E+06,2.13E+05,72899,2.15E+05,1.61E+05,0.5305195,19.384585,9.060734,2.125155,0.72899,2.145705,1.605295,1870,1155,149.6,1496,1122,56.1,63.71,0,0,0,0,0,0
1275,45,49,36,46,3645.6,3645.6,9372,9656,5.31E+05,26120114,9.06E+06,2.13E+05,72899,345788,1.61E+05,0.5305195,26.120114,9.060734,2.125155,0.72899,3.45788,1.605295,1868,1153,149.44,1494.4,1120.8,56.04,63.644,0,0,0,0,0,0
1280,44,49,36,46,3645.6,3645.6,9656,9656,5.31E+05,20113319,9.06E+06,2.13E+05,72899,360615,1.61E+05,0.5305195,20.113319,9.060734,2.125155,0.72899,3.60615,1.605295,1876,1155,150.08,1500.8,1125.6,56.28,63.908,0,0,0,0,0,0
1285,44,49,36,46,3724,3645.6,9656,9656,1568471,20113319,17915058,504580,72899,360615,1.61E+05,1.568471,20.113319,17.915058,5.0458,0.72899,3.60615,1.605295,1865,1153,149.2,1492,1119,55.95,63.545,0,10.6,0,95.9,0,95900
1290,44,50,36,46,3724,3645.6,9656,9656,1592058,20113319,20362729,504580,789683,360615,1.61E+05,1.592058,20.113319,20.362729,5.0458,7.89683,3.60615,1.605295,1865,1153,149.2,1492,1119,55.95,63.545,0,0,0,0,0,0
1295,44,49,36,46,3645.6,3645.6,9656,9656,787577,9.77E+06,8895839,2.47E+05,789683,360615,1.67E+05,0.787577,9.766072,8.895839,2.467445,7.89683,3.60615,1.669235,1864,1154,149.12,1491.2,1118.4,55.92,63.512,0,0,0,0,0,0
1300,44,50,36,46,3645.6,3645.6,9656,9656,1585797,9.77E+06,16374332,2.47E+05,454738,360615,1.67E+05,1.585797,9.766072,16.374332,2.467445,4.54738,3.60615,1.669235,1866,1155,149.28,1492.8,1119.6,55.98,63.578,0,0,0,0,0,0
1305,45,49,36,46,3645.6,3645.6,9656,9656,1585797,26623135,16374332,2.47E+05,454738,353733,1.67E+05,1.585797,26.623135,16.374332,2.467445,4.54738,3.53733,1.669235,1867,1155,149.36,1493.6,1120.2,56.01,63.611,0,0,0,0,0,0
1310,44,49,36,46,3645.6,3645.6,9656,9656,6.23E+05,26623135,4.92E+06,6.80E+04,6.97E+04,353733,1.67E+05,0.6232245,26.623135,4.917338,0.680385,0.697455,3.53733,1.669235,1968,1154,157.44,1574.4,1180.8,59.04,66.944,0,0,0,0,0,0
1315,45,49,36,46,3645.6,3645.6,9656,9656,1391079,26623135,15550955,472484,6.97E+04,353733,1.67E+05,1.391079,26.623135,15.550955,4.72484,0.697455,3.53733,1.669235,1871,1155,149.68,1496.8,1122.6,56.13,63.743,0,11,0,96.8,0,96800
1320,44,49,36,46,3645.6,3645.6,9372,9656,1579325,26623135,20919805,651671,6.97E+04,353733,1.67E+05,1.579325,26.623135,20.919805,6.51671,0.697455,3.53733,1.669235,1869,1155,149.52,1495.2,1121.4,56.07,63.677,0,0,0,0,0,0
1325,44,49,36,46,3645.6,3645.6,9656,9656,1579325,19818831,20919805,651671,6.97E+04,179817,117336,1.579325,19.818831,20.919805,6.51671,0.697455,1.79817,1.17336,1868,1155,149.44,1494.4,1120.8,56.04,63.644,0,0,0,0,0,0
1330,45,49,36,46,3724,3645.6,9656,9372,1579325,19293606,20919805,651671,6.97E+04,179817,304330,1.579325,19.293606,20.919805,6.51671,0.697455,1.79817,3.0433,1871,1155,149.68,1496.8,1122.6,56.13,63.743,0,0,0,0,0,0
1335,44,49,36,46,3645.6,3724,9656,9656,1579325,26875918,20919805,651671,6.97E+04,473986,304330,1.579325,26.875918,20.919805,6.51671,0.697455,4.73986,3.0433,1874,1155,149.92,1499.2,1124.4,56.22,63.842,0,0,0,0,0,0
1340,44,49,36,46,3645.6,3645.6,9656,9656,1716402,26875918,19274885,526843,6.97E+04,473986,304330,1.716402,26.875918,19.274885,5.26843,0.697455,4.73986,3.0433,1869,1154,149.52,1495.2,1121.4,56.07,63.677,0,0,0,0,0,0
1345,45,49,36,46,3645.6,3645.6,9656,9656,1716402,19235083,19274885,526843,6.97E+04,451305,304330,1.716402,19.235083,19.274885,5.26843,0.697455,4.51305,3.0433,1868,1153,149.44,1494.4,1120.8,56.04,63.644,0,10.4,0,97.7,0,97700
1350,44,49,36,46,3645.6,3645.6,9372,9656,1716402,3.02E+07,19274885,526843,6.97E+04,1.90E+05,144200,1.716402,30.19392,19.274885,5.26843,0.697455,1.902185,1.442,1866,1153,149.28,1492.8,1119.6,55.98,63.578,0,0,0,0,0,0
1355,44,50,36,46,3645.6,3645.6,9656,9656,7.84E+05,7.64E+06,7360711,174379,6.97E+04,152216,144200,0.7840355,7.635232,7.360711,1.74379,0.697455,1.52216,1.442,1866,1153,149.28,1492.8,1119.6,55.98,63.578,0,0,0,0,0,0
1360,45,50,36,46,3645.6,3645.6,9656,9656,294541,7.64E+06,7017904,174379,190675,152216,144200,0.294541,7.635232,7.017904,1.74379,1.90675,1.52216,1.442,1908,1153,152.64,1526.4,1144.8,57.24,64.964,0,0,0,0,0,0
1365,44,49,36,46,3567.2,3645.6,9656,9372,1580628,7.64E+06,20508551,483761,190675,152216,144200,1.580628,7.635232,20.508551,4.83761,1.90675,1.52216,1.442,1868,1153,149.44,1494.4,1120.8,56.04,63.644,0,0,0,0,0,0
1370,45,49,36,46,3645.6,3645.6,9656,9372,8.56E+05,1.03E+07,1.03E+07,216998,190675,258785,144200,0.8559985,10.27131,10.28209,2.16998,1.90675,2.58785,1.442,1863,1153,149.04,1490.4,1117.8,55.89,63.479,0,0,0,0,0,0
1375,44,50,36,46,3724,3645.6,9656,9372,1593759,1.03E+07,17270789,216998,381667,258785,144200,1.593759,10.27131,17.270789,2.16998,3.81667,2.58785,1.442,1872,1153,149.76,1497.6,1123.2,56.16,63.776,0,11.4,0,98.5,0,98500
1380,44,50,36,46,3645.6,3724,9656,9372,1567171,1.03E+07,21593282,216998,669646,258785,144200,1.567171,10.27131,21.593282,2.16998,6.69646,2.58785,1.442,1873,1154,149.84,1498.4,1123.8,56.19,63.809,0,0,0,0,0,0
1385,45,49,36,46,3645.6,3645.6,9656,9656,1580566,1.03E+07,18382019,216998,312155,258785,144200,1.580566,10.27131,18.382019,2.16998,3.12155,2.58785,1.442,1870,1155,149.6,1496,1122,56.1,63.71,0,0,0,0,0,0
1390,44,50,36,46,3645.6,3645.6,9656,9656,1580566,20112994,18382019,216998,312155,258785,264026,1.580566,20.112994,18.382019,2.16998,3.12155,2.58785,2.64026,1865,1153,149.2,1492,1119,55.95,63.545,0,0,0,0,0,0
1395,44,49,36,46,3645.6,3645.6,9656,9656,1568296,20112994,20385465,216998,709585,258785,264026,1.568296,20.112994,20.385465,2.16998,7.09585,2.58785,2.64026,1867,1153,149.36,1493.6,1120.2,56.01,63.611,0,0,0,0,0,0
1400,45,49,36,46,3724,3645.6,9372,9372,1995060,20112994,1.92E+07,290129,2.01E+05,258785,264026,1.99506,20.112994,19.22561,2.90129,2.006545,2.58785,2.64026,1870,1154,149.6,1496,1122,56.1,63.71,0,0,0,0,0,0
1405,45,49,36,46,3645.6,3645.6,9656,9372,1995060,1.21E+07,1.92E+07,290129,2.01E+05,126917,81908,1.99506,12.06061,19.22561,2.90129,2.006545,1.26917,0.81908,1873,1153,149.84,1498.4,1123.8,56.19,63.809,0,19.8,0,260.7,0,260700
1410,45,49,36,46,3645.6,3645.6,9656,9656,1995060,20375325,1.92E+07,290129,2.01E+05,207945,81908,1.99506,20.375325,19.22561,2.90129,2.006545,2.07945,0.81908,1917,1153,153.36,1533.6,1150.2,57.51,65.261,0,0,0,0,0,0
1415,45,50,36,46,3724,3645.6,9656,9656,1587477,20375325,16598237,523151,2.01E+05,207945,81908,1.587477,20.375325,16.598237,5.23151,2.006545,2.07945,0.81908,1868,1153,149.44,1494.4,1120.8,56.04,63.644,0,0,0,0,0,0
1420,44,50,36,46,3645.6,3645.6,9656,9656,1587477,19096513,16598237,523151,2.01E+05,408176,81908,1.587477,19.096513,16.598237,5.23151,2.006545,4.08176,0.81908,1871,1153,149.68,1496.8,1122.6,56.13,63.743,0,0,0,0,0,0
1425,45,49,36,46,3645.6,3645.6,9656,9372,1587477,26531077,16598237,523151,2.01E+05,408176,259977,1.587477,26.531077,16.598237,5.23151,2.006545,4.08176,2.59977,1869,1153,149.52,1495.2,1121.4,56.07,63.677,0,0,0,0,0,0
1430,45,49,36,46,3645.6,3645.6,9656,9372,1587477,20618412,16598237,523151,2.01E+05,443380,259977,1.587477,20.618412,16.598237,5.23151,2.006545,4.4338,2.59977,1870,1154,149.6,1496,1122,56.1,63.71,0,0,0,0,0,0
1435,44,49,36,46,3645.6,3645.6,9656,9372,7.92E+05,9421317,9448024,220629,2.01E+05,443380,2.13E+05,0.7915795,9.421317,9.448024,2.20629,2.006545,4.4338,2.132495,1869,1153,149.52,1495.2,1121.4,56.07,63.677,0,10,0,101.3,0,101300
1440,45,49,36,46,3645.6,3645.6,9656,9372,1584953,9421317,20302825,821105,2.01E+05,443380,2.13E+05,1.584953,9.421317,20.302825,8.21105,2.006545,4.4338,2.132495,1872,1153,149.76,1497.6,1123.2,56.16,63.776,0,0,0,0,0,0
1445,45,49,36,46,3645.6,3645.6,9656,9372,7.83E+05,9907662,8848965,2.70E+05,2.01E+05,443380,116191,0.7825635,9.907662,8.848965,2.698525,2.006545,4.4338,1.16191,1868,1154,149.44,1494.4,1120.8,56.04,63.644,0,0,0,0,0,0
1450,44,50,36,46,3645.6,3645.6,9656,9656,7.83E+05,19655836,8848965,2.70E+05,2.01E+05,443380,263374,0.7825635,19.655836,8.848965,2.698525,2.006545,4.4338,2.63374,1865,1152,149.2,1492,1119,55.95,63.545,0,0,0,0,0,0
1455,45,49,36,46,3645.6,3645.6,9372,9656,910500,19655836,11773637,289873,2.01E+05,443380,263374,0.9105,19.655836,11.773637,2.89873,2.006545,4.4338,2.63374,1911,1153,152.88,1528.8,1146.6,57.33,65.063,0,0,0,0,0,0
1460,44,49,36,46,3645.6,3645.6,9656,9656,910500,13617121,11773637,289873,2.01E+05,443380,102593,0.9105,13.617121,11.773637,2.89873,2.006545,4.4338,1.02593,1865,1152,149.2,1492,1119,55.95,63.545,0,0,0,0,0,0
1465,45,49,36,46,3724,3645.6,9656,9656,910500,20647447,11773637,289873,2.01E+05,422113,102593,0.9105,20.647447,11.773637,2.89873,2.006545,4.22113,1.02593,1877,1153,150.16,1501.6,1126.2,56.31,63.941,0,10.4,0,102.1,0,102100
1470,45,50,36,46,3645.6,3645.6,9656,9372,910500,29350843,11773637,289873,2.01E+05,386422,102593,0.9105,29.350843,11.773637,2.89873,2.006545,3.86422,1.02593,1870,1153,149.6,1496,1122,56.1,63.71,0,0,0,0,0,0
1475,44,50,36,46,3645.6,3645.6,9656,9656,910500,19652097,11773637,289873,2.01E+05,1.91E+05,1.06E+05,0.9105,19.652097,11.773637,2.89873,2.006545,1.911375,1.062915,1864,1152,149.12,1491.2,1118.4,55.92,63.512,0,0,0,0,0,0
1480,44,50,36,46,3645.6,3645.6,9656,9656,910500,19854456,11773637,289873,2.01E+05,372462,1.06E+05,0.9105,19.854456,11.773637,2.89873,2.006545,3.72462,1.062915,1872,1153,149.76,1497.6,1123.2,56.16,63.776,0,0,0,0,0,0
1485,45,50,36,46,3645.6,3645.6,9656,9656,910500,26566874,11773637,289873,2.01E+05,372651,1.06E+05,0.9105,26.566874,11.773637,2.89873,2.006545,3.72651,1.062915,1871,1153,149.68,1496.8,1122.6,56.13,63.743,0,0,0,0,0,0
1490,45,50,36,46,3645.6,3645.6,9656,9656,910500,20629570,11773637,289873,2.01E+05,372651,253880,0.9105,20.62957,11.773637,2.89873,2.006545,3.72651,2.5388,1861,1152,148.88,1488.8,1116.6,55.83,63.413,0,0,0,0,0,0
1495,45,50,36,46,3645.6,3645.6,9656,9656,910500,20341831,11773637,289873,2.01E+05,372651,282669,0.9105,20.341831,11.773637,2.89873,2.006545,3.72651,2.82669,1865,1153,149.2,1492,1119,55.95,63.545,0,10.2,0,102.9,0,102900
1500,45,50,36,46,3645.6,3645.6,9372,9656,910500,27322702,11773637,289873,2.01E+05,387347,282669,0.9105,27.322702,11.773637,2.89873,2.006545,3.87347,2.82669,1860,1152,148.8,1488,1116,55.8,63.38,0,0,0,0,0,0
1505,44,49,36,46,3645.6,3645.6,9656,9656,492111,1709983,3385187,3.40E+04,43254,27020,282669,0.492111,1.709983,3.385187,0.3400233,0.43254,0.2702,2.82669,1886,1152,150.88,1508.8,1131.6,56.58,64.238,0,0,0,0,0,0
