scheduler,run,timestamp,cpu,llmiss_av,inst_ret_av,coretemp_av,tea_hat,pcost_hat,,Average of coretemp_av,,cpu,,,,
ule,3,60,1,24.3,0.02135,40.48,10.8,8.1
ule,3,65,1,27.97,0.02336,40.48,11.41,8.559
ule,3,70,1,31.6,0.02506,39.85,11.91,8.935
ule,3,75,1,34.52,0.02693,39.1,12.28,9.206
ule,3,80,1,37.03,0.02896,38.98,12.67,9.504
ule,3,85,1,40.21,0.03073,39.73,13.33,9.996
ule,3,90,1,42.96,0.03263,39.73,13.79,10.34
ule,3,95,1,45.69,0.03451,39.73,14.24,10.68
ule,3,100,1,49.33,0.03633,40.48,14.97,11.23
ule,3,105,1,52.01,0.03831,39.73,15.3,11.47
ule,3,110,1,54.68,0.04005,39.73,15.74,11.81
ule,3,115,1,58.33,0.04146,40.48,16.47,12.36
ule,3,120,1,62.89,0.04256,40.6,17.26,12.94
ule,3,125,1,67.2,0.04373,40.6,17.97,13.48
ule,3,130,1,72.08,0.04468,40.6,18.79,14.09
ule,3,135,1,76.02,0.04595,39.98,19.34,14.5
ule,3,140,1,79.8,0.04728,39.98,19.97,14.98
ule,3,145,1,84.28,0.04853,40.73,20.84,15.63
ule,3,150,1,89.34,0.04979,41.48,21.81,16.36
ule,3,155,1,94.29,0.05111,41.48,22.64,16.98
ule,3,160,1,99.15,0.05244,41.6,23.47,17.6
ule,3,165,1,104.3,0.05368,41.73,24.34,18.26
ule,3,170,1,108.7,0.05509,41.1,24.98,18.74
ule,3,175,1,114.1,0.05615,41.85,26.01,19.51
ule,3,180,1,118.8,0.05749,41.23,26.68,20.01
ule,3,185,1,123.7,0.05875,41.35,27.52,20.64
ule,3,190,1,128.4,0.0601,41.35,28.3,21.23
ule,3,195,1,132.5,0.06166,41.48,29,21.75
ule,3,200,1,135.7,0.06348,40.73,29.41,22.06
ule,3,205,1,139.1,0.06521,40.73,29.99,22.49
ule,3,210,1,142.6,0.06676,40.73,30.57,22.93
ule,3,215,1,146.1,0.06836,40.73,31.15,23.36
ule,3,220,1,150.4,0.06969,41.48,31.98,23.99
ule,3,225,1,154.4,0.07111,41.48,32.66,24.49
ule,3,230,1,158.8,0.07239,41.6,33.41,25.06
ule,3,235,1,163.4,0.07358,41.6,34.18,25.64
ule,3,240,1,168.1,0.07477,41.6,34.96,26.22
ule,3,40,2,0.0168,0.02258,30.73,5.127,3.846
ule,3,45,2,0.02137,0.02835,30.73,5.129,3.847
ule,3,50,2,0.02578,0.03353,30.85,5.152,3.864
ule,3,55,2,0.03007,0.0385,30.85,5.153,3.865
ule,3,60,2,1.002,0.0476,31.6,5.442,4.081
ule,3,65,2,1.974,0.05672,31.6,5.605,4.204
ule,3,70,2,2.946,0.06548,31.73,5.789,4.342
ule,3,75,2,3.918,0.07416,31.73,5.953,4.465
ule,3,80,2,4.89,0.08287,31.6,6.095,4.572
ule,3,85,2,5.862,0.09151,31.73,6.28,4.71
ule,3,90,2,6.834,0.1002,31.73,6.443,4.832
ule,3,95,2,7.806,0.1088,31.73,6.607,4.955
ule,3,100,2,7.81,0.1133,30.98,6.483,4.862
ule,3,105,2,7.814,0.1174,31.23,6.526,4.894
ule,3,110,2,8.785,0.1257,31.98,6.814,5.111
ule,3,115,2,9.757,0.1342,31.98,6.978,5.233
ule,3,120,2,10.73,0.1428,32.1,7.162,5.371
ule,3,125,2,11.7,0.1516,32.1,7.325,5.494
ule,3,130,2,12.67,0.1605,32.1,7.489,5.617
ule,3,135,2,13.64,0.1696,32.1,7.652,5.739
ule,3,140,2,14.62,0.1787,32.23,7.837,5.878
ule,3,145,2,15.59,0.1881,32.1,7.979,5.985
ule,3,150,2,15.59,0.1934,31.48,7.877,5.908
ule,3,155,2,15.6,0.1986,31.6,7.899,5.924
ule,3,160,2,15.6,0.2036,31.73,7.922,5.941
ule,3,165,2,15.61,0.2086,31.85,7.944,5.958
ule,3,170,2,15.92,0.2146,32.6,8.122,6.092
ule,3,175,2,16.23,0.2206,32.73,8.196,6.147
ule,3,180,2,16.54,0.2264,32.6,8.228,6.171
ule,3,185,2,16.86,0.2336,32.6,8.282,6.211
ule,3,190,2,17.17,0.2409,32.6,8.335,6.251
ule,3,195,2,17.48,0.248,32.6,8.388,6.291
ule,3,200,2,17.8,0.2553,32.48,8.421,6.316
ule,3,205,2,18.11,0.2624,32.48,8.474,6.356
ule,3,210,2,19.08,0.2725,32.48,8.638,6.479
ule,3,215,2,20.05,0.2828,32.48,8.802,6.601
ule,3,220,2,21.02,0.2931,32.6,8.986,6.74
ule,3,225,2,22,0.302,32.6,9.15,6.862
ule,3,230,2,22.97,0.3109,32.6,9.313,6.985
ule,3,235,2,23.94,0.3197,32.6,9.476,7.107
ule,3,240,2,24.91,0.3285,32.6,9.64,7.23
ule,3,40,3,0.003787,0.0104,33.1,5.519,4.139
ule,3,45,3,0.004552,0.01227,33.1,5.519,4.14
ule,3,50,3,0.005298,0.01411,33.1,5.52,4.14
ule,3,55,3,0.005959,0.01579,33.23,5.541,4.156
ule,3,60,3,0.006636,0.01744,33.35,5.562,4.172
ule,3,65,3,0.007345,0.01912,33.48,5.584,4.188
ule,3,70,3,0.007971,0.02072,33.6,5.605,4.204
ule,3,75,3,0.0086,0.02234,33.73,5.626,4.219
ule,3,80,3,0.009236,0.02398,33.85,5.647,4.235
ule,3,85,3,0.009871,0.02557,33.98,5.668,4.251
ule,3,90,3,0.01051,0.02716,34.1,5.69,4.267
ule,3,95,3,0.01116,0.02875,34.1,5.69,4.267
ule,3,100,3,0.0118,0.03035,34.1,5.69,4.268
ule,3,105,3,0.7116,0.03612,34.85,5.933,4.45
ule,3,110,3,1.412,0.0418,34.98,6.071,4.554
ule,3,115,3,2.111,0.04731,34.98,6.189,4.642
ule,3,120,3,2.811,0.05269,34.98,6.306,4.73
ule,3,125,3,3.511,0.05815,34.98,6.424,4.818
ule,3,130,3,4.211,0.06348,34.98,6.542,4.906
ule,3,135,3,4.911,0.06866,34.98,6.659,4.994
ule,3,140,3,5.61,0.07378,34.98,6.777,5.082
ule,3,145,3,5.611,0.07472,34.23,6.652,4.989
ule,3,150,3,5.611,0.07576,34.1,6.631,4.973
ule,3,155,3,5.612,0.07695,34.1,6.631,4.974
ule,3,160,3,5.612,0.07827,34.1,6.632,4.974
ule,3,165,3,5.613,0.07952,34.1,6.632,4.974
ule,3,170,3,5.613,0.0809,34.1,6.632,4.974
ule,3,175,3,5.614,0.08246,34.1,6.633,4.975
ule,3,180,3,5.615,0.08409,34.1,6.633,4.975
ule,3,185,3,5.615,0.08573,34.1,6.634,4.975
ule,3,190,3,5.616,0.08737,34.1,6.634,4.975
ule,3,195,3,5.617,0.089,34.1,6.634,4.976
ule,3,200,3,5.617,0.09064,34.1,6.635,4.976
ule,3,205,3,5.618,0.09226,34.1,6.635,4.976
ule,3,210,3,5.619,0.09385,34.1,6.635,4.977
ule,3,215,3,5.619,0.09546,34.1,6.636,4.977
ule,3,220,3,5.62,0.09706,34.1,6.636,4.977
ule,3,225,3,5.62,0.09864,34.1,6.637,4.977
ule,3,230,3,5.621,0.1002,34.1,6.637,4.978
ule,3,235,3,5.622,0.1017,34.1,6.637,4.978
ule,3,240,3,5.622,0.1033,34.1,6.638,4.978
